Month,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199604,6.6291,5.5335,7.2465,2.4963,1.4848,5.2766
199605,10.6705,5.6504,8.0828,1.0389,1.6592,1.9912
199606,-3.326,-2.4398,-4.3257,-0.0882,-0.3247,-4.4194
199607,-9.5206,-5.7795,-11.1072,-5.7073,-4.7219,-8.121
199608,4.0141,3.8643,5.0257,3.7843,4.2756,6.2001
199609,1.8821,3.1251,2.5913,2.9707,4.3036,6.439
199610,-3.2907,-0.3178,-4.1547,1.7507,1.4436,-1.9601
199611,1.4208,3.2009,1.4899,5.8133,5.9603,6.2978
199612,-2.1745,1.1839,-0.8241,0.9302,-0.283,-1.9046
199701,9.5471,5.3435,7.475,2.7342,2.9565,3.3533
199702,-0.2456,-0.1797,-3.5012,0.0917,1.7329,-2.1687
199703,-4.6016,-2.8208,-7.0211,-3.0412,-2.9705,-6.993
199704,-4.1122,-1.4763,-3.6214,2.2632,2.9147,1.9735
199705,7.4468,8.1125,10.9749,6.8986,6.7121,12.6882
199706,4.3952,5.6167,3.4857,3.6475,4.2865,3.1833
199707,4.4038,5.5702,4.3387,6.6165,6.6648,8.5831
199708,4.7555,3.946,4.2675,-0.1273,-1.3787,-0.7755
199709,10.1923,8.0903,9.6092,4.9606,5.6706,6.2602
199710,0.0163,-0.6519,-3.3929,-3.5006,-3.0275,-5.3093
199711,-3.3699,-0.3161,-4.4668,2.8623,3.1556,-0.0605
199712,-6.0824,-0.2091,-5.661,2.8018,3.2043,0.946
199801,2.9811,0.7466,2.0223,-0.82,-1.1687,-0.4923
199802,6.0397,5.5267,6.4345,6.6077,8.2156,9.3482
199803,5.4933,4.2353,5.0017,5.442,4.4832,4.7714
199804,3.8204,2.9282,2.5619,0.4107,0.0611,1.5762
199805,-3.5986,-3.2746,-5.8669,-2.3549,-2.8187,-6.2733
199806,-3.4004,-2.164,-4.0396,-0.5693,0.4674,0.8026
199807,-4.7727,-5.756,-7.2197,-4.5712,-4.8619,-6.1389
199808,-20.9425,-17.2406,-23.6308,-14.1658,-16.0565,-21.668
199809,2.8551,2.9788,4.0712,6.5852,5.1978,8.4351
199810,1.2951,2.5623,4.3646,7.1225,7.6054,8.487
199811,11.8211,6.1942,8.6351,5.224,5.1463,5.5403
199812,1.1171,2.2548,2.285,3.5216,5.5417,7.3322
199901,12.9346,4.0843,9.7384,-1.0501,-1.8233,1.6443
199902,-4.0357,-4.2516,-7.0464,-1.8989,-2.8623,-6.2139
199903,-2.4184,-2.7237,-1.8146,2.3553,1.4418,4.7231
199904,9.6318,7.1815,9.5375,9.0705,9.7829,8.3723
199905,6.0754,4.3865,3.0761,0.6251,1.7178,2.3995
199906,4.5424,4.364,3.5668,3.6325,3.7654,4.0501
199907,3.6695,0.9749,0.17,-1.6973,-1.3071,-4.3085
199908,-3.2041,-2.4111,-5.66,-3.3974,-3.0173,-3.12
199909,-1.6744,-1.9014,-1.8633,-3.4688,-2.884,-0.3672
199910,-0.1893,-1.1222,-2.751,2.2268,3.5227,5.9437
199911,15.4425,6.5247,11.5246,0.0442,2.0411,6.5394
199912,14.0201,4.5633,9.8073,3.514,4.2578,9.6131
200001,15.4653,3.6118,6.3546,-4.8013,-4.6544,-4.3134
200002,24.8244,12.6314,13.2426,-4.068,-1.8683,7.111
200003,-1.8822,-0.0443,-2.1236,11.9425,11.7686,8.4505
200004,-12.9017,-5.4629,-12.0526,0.5323,0.1014,-5.2278
200005,-8.1939,-4.3224,-8.5081,1.3575,0.6564,-3.4499
200006,11.345,7.3494,8.064,-0.3539,-1.531,5.0681
200007,-2.3786,0.264,-4.382,0.1358,0.2388,-5.1656
200008,7.1889,4.6303,4.7776,9.9279,7.5009,10.2807
200009,-3.8493,-1.9674,-6.9848,-2.7444,-0.2203,-7.3411
200010,-7.7916,-4.1601,-10.2367,0.5837,0.1011,-8.9116
200011,-14.3167,-7.1975,-16.4626,-6.5886,-4.082,-20.2038
200012,-5.6288,0.7683,-5.0033,7.6452,8.9897,2.9847
200101,32.3359,18.9679,36.0206,7.6014,5.4193,17.6728
200102,-6.3465,-3.1603,-10.1946,-6.2027,-4.0526,-18.7252
200103,-6.6054,-2.5573,-9.9478,-5.2539,-4.9757,-14.6047
200104,5.9058,5.2551,8.469,9.8041,7.9007,16.0049
200105,8.9085,7.541,7.6278,3.3998,1.9795,3.2906
200106,0.7893,3.388,2.1249,-1.2404,-1.072,0.0236
200107,-2.9294,1.0363,-6.3329,-0.1846,0.9913,-6.5617
200108,-3.0384,-1.1732,-6.1211,-2.4313,-2.4406,-8.7506
200109,-13.6764,-8.7739,-16.4123,-12.8003,-8.556,-17.4068
200110,7.5157,3.8609,12.3324,4.5091,2.0421,12.7955
200111,6.4197,5.7908,10.6874,10.0627,7.619,11.5091
200112,5.6759,5.4912,8.7389,5.8822,4.9575,4.0255
200201,5.3734,4.3762,-0.0622,1.1361,0.0402,-4.2816
200202,-2.6252,-1.0183,-7.8087,0.379,1.6161,-7.6026
200203,8.6831,8.5014,8.0957,6.9845,5.0376,9.5056
200204,1.2896,4.4182,-2.4352,-1.5456,0.1328,-7.6555
200205,-0.842,-0.1437,-5.3205,-1.2555,-0.3922,-5.0367
200206,-6.925,-2.9437,-8.9718,-6.7629,-6.3694,-12.4303
200207,-13.2326,-10.5052,-14.1682,-10.5215,-8.6376,-9.772
200208,-0.3509,0.4578,0.4265,1.6206,1.4361,0.1432
200209,-10.8685,-6.3003,-8.1113,-12.3794,-8.863,-9.7001
200210,5.863,2.466,5.0774,6.6253,5.2959,5.9475
200211,18.501,8.2567,13.3516,13.9406,6.6884,8.2692
200212,-7.2587,-2.9321,-5.0794,-6.4228,-3.2951,-4.9778
200301,2.113,0.2378,-0.293,-2.4255,-3.0439,-2.1035
200302,-2.5563,-2.8179,-3.0239,-2.6963,-2.3283,-2.143
200303,2.0121,1.0501,0.5746,0.7235,0.6247,1.5459
200304,12.021,8.6328,9.9186,11.8294,8.0235,9.3154
200305,20.5508,10.1674,14.8048,10.2748,8.1354,9.7811
200306,7.635,4.7212,5.5519,0.1244,0.9839,2.2025
200307,10.5532,6.4733,7.0365,4.0769,2.7653,3.1378
200308,6.4218,4.6567,4.6334,5.1219,4.1893,4.0547
200309,6.1696,1.6321,0.631,-0.8114,-1.7894,-1.2444
200310,10.2817,7.598,8.1252,7.8647,7.1248,8.1221
200311,4.8078,4.07,3.2588,2.5377,2.8442,2.5958
200312,3.4213,3.8213,3.139,5.2188,4.0278,1.9435
200401,13.2616,5.6419,4.2585,4.3989,1.4071,2.4341
200402,-0.5056,1.9499,0.9777,0.9632,2.4106,3.4153
200403,-0.2116,0.6824,0.7866,-0.0874,-0.8273,0.1811
200404,-4.6449,-2.3799,-2.446,-4.0969,-2.1634,-2.1559
200405,-0.8275,0.1301,-0.5035,2.7905,1.3728,1.9686
200406,2.0426,3.5067,2.8853,2.5506,2.6713,1.7524
200407,-8.0772,-4.7329,-7.4919,-6.043,-3.76,-5.0318
200408,-2.1588,-0.8492,-1.4824,-1.9756,0.2356,-0.5682
200409,3.4647,4.1051,5.4411,2.4925,2.8523,4.0458
200410,1.2528,2.2752,2.0095,3.2337,2.13,2.1826
200411,10.8068,7.5872,9.1508,6.7535,5.87,6.1277
200412,8.3063,4.7293,5.7222,3.6661,3.9347,4.8198
200501,-4.3461,-2.469,-4.061,-4.5707,-1.6329,-2.4502
200502,0.7503,0.6713,0.7949,2.9145,2.4916,1.7362
200503,-3.8404,-2.5746,-3.659,-1.7064,-0.7635,-1.3322
200504,-7.6791,-4.8155,-5.8114,-4.0213,-2.8484,-3.7817
200505,4.8916,4.4753,5.3792,5.7621,4.3162,5.8726
200506,2.9742,3.3155,4.7885,1.5946,1.8127,2.2675
200507,6.2508,6.6381,7.7438,4.1258,4.9802,6.0118
200508,-0.4503,-1.2561,-1.7365,-0.9814,-0.3135,-1.5912
200509,0.9657,0.349,0.4939,1.1032,0.1911,1.4795
200510,-4.3433,-2.4911,-3.2972,-3.0279,-2.1462,-2.0589
200511,2.8201,2.8655,4.2525,3.4145,4.3095,5.4079
200512,0.6186,1.0216,0.6499,1.6091,0.532,0.7535
200601,9.3857,7.2323,9.3972,3.445,4.4009,4.6807
200602,1.6111,0.6588,-0.0242,0.5033,0.7082,-0.9494
200603,5.4197,4.7664,4.2599,2.206,1.7847,2.4409
200604,1.0913,0.945,-0.151,0.9089,1.236,0.7647
200605,-5.38,-3.8367,-6.287,-2.016,-2.6075,-4.512
200606,-0.8824,-0.2453,-1.4408,-0.1466,-0.6298,-0.2023
200607,-4.3493,-2.2151,-4.4062,-2.4725,-2.2125,-2.845
200608,2.6949,2.0603,1.6207,3.8266,1.9224,1.1685
200609,0.4769,1.2048,0.554,2.3457,2.0614,1.6966
200610,5.768,4.4872,5.5162,4.354,3.7017,3.8777
200611,2.4658,2.2148,2.7704,2.431,3.1237,4.2772
200612,2.1191,1.5359,1.1118,1.459,0.8705,-0.8886
200701,3.6394,1.5353,1.9347,2.7206,3.0337,3.0642
200702,0.9431,-0.1792,-0.0747,0.1233,0.037,-0.0783
200703,0.3927,0.5026,-0.3546,1.0512,0.966,1.3643
200704,2.2666,1.5647,2.1665,4.4768,3.7095,4.0861
200705,1.0186,2.8122,2.2179,3.3884,4.1675,4.5125
200706,-0.4805,-0.0452,-0.8506,-1.4104,-1.7253,-1.6641
200707,-5.5888,-5.4792,-5.2813,-5.3891,-4.3512,-2.2877
200708,-2.6731,-0.2825,-1.0919,-0.2504,-0.0467,0.3114
200709,-0.1032,0.1104,2.9486,1.9994,2.4321,4.3802
200710,0.8387,0.088,1.4577,1.3094,1.8495,2.2151
200711,-10.8414,-7.7689,-9.0784,-5.59,-4.0689,-6.2012
200712,-2.465,-1.3289,-1.2885,-2.616,-1.3126,-0.4037
200801,-4.222,-3.7512,-6.8872,-3.993,-4.5035,-5.8928
200802,-2.5778,-2.6979,-3.1982,-3.6907,-2.741,-1.8889
200803,-2.927,-0.5782,-3.9316,-2.063,-1.4986,-3.0549
200804,0.7237,1.3084,2.3308,5.283,5.4153,7.1349
200805,3.5189,3.3059,3.5205,3.4709,2.9555,3.8395
200806,-8.9312,-10.1869,-9.1846,-11.4687,-10.291,-9.5419
200807,0.3886,3.6552,0.6495,-0.6267,-0.0835,-3.2794
200808,1.7752,3.7568,2.3121,2.3108,2.3068,0.6085
200809,-12.14,-7.0941,-12.7422,-10.9243,-10.7764,-14.4769
200810,-21.7675,-19.5929,-22.4056,-20.323,-19.8879,-23.0728
200811,-16.0723,-13.9853,-15.2784,-10.3839,-8.3558,-11.6076
200812,0.5926,3.0988,4.1566,2.9354,5.2713,3.9451
200901,-1.0499,-7.6477,-2.3481,-6.596,-7.8639,-5.0737
200902,-12.2832,-12.0999,-11.6079,-11.3668,-11.3022,-10.6375
200903,13.9556,11.6874,13.3333,9.2584,10.7873,11.3154
200904,27.0957,19.2099,20.5907,19.9564,18.3814,21.146
200905,11.1995,7.1168,12.19,6.579,5.6145,8.8337
200906,4.624,3.4647,5.6005,0.0453,-0.0875,-0.8422
200907,11.9284,7.6308,6.848,10.0627,8.6578,7.7062
200908,13.9496,3.7622,3.711,7.2074,3.2996,2.5939
200909,10.8491,5.4493,5.723,5.4114,5.1161,6.8018
200910,-8.8786,-5.4338,-7.1656,-5.2357,-3.5118,-3.569
200911,2.1571,0.1182,0.7599,4.4195,5.3993,4.7995
200912,8.064,6.2766,6.2245,5.9953,4.6429,5.8858
201001,1.0183,-0.0641,-0.7688,-3.5088,-2.125,-4.175
201002,4.5592,3.3607,3.2343,4.0359,4.3443,4.3157
201003,10.5715,7.1576,6.7489,8.3272,7.0368,6.48
201004,10.6336,8.9264,7.3579,4.0884,3.484,2.7436
201005,-9.8326,-7.1422,-8.0622,-7.3293,-6.9039,-7.5377
201006,-9.7268,-7.6945,-7.4895,-8.3692,-4.6331,-6.1328
201007,5.9477,6.1257,3.7579,7.7671,7.1922,6.733
201008,-7.9251,-6.7292,-7.601,-6.2389,-5.3294,-3.8701
201009,12.8515,9.6464,10.0349,11.4967,10.6835,10.9897
201010,4.7636,3.5811,4.809,3.9082,3.5423,3.4497
201011,2.1494,2.6571,2.0724,2.8405,1.9207,2.0598
201012,10.9094,8.196,7.4825,9.5923,7.0307,6.1015
201101,2.9014,1.9145,0.5762,2.5691,2.3071,1.9927
201102,5.3665,4.4413,2.7167,4.0566,4.3806,4.0799
201103,1.2695,1.6522,0.1505,1.0479,1.9985,1.7937
201104,0.595,0.9179,1.3731,3.9125,3.1924,2.8194
201105,-3.1515,-1.7903,-2.3609,-1.6174,-0.6246,-0.4797
201106,-3.7996,-1.5386,-2.7243,-2.5663,-1.4508,-2.1114
201107,-1.9931,-2.2954,-2.3991,-4.3096,-3.7627,-2.6995
201108,-10.6099,-8.3425,-10.7884,-8.3393,-5.9404,-7.8122
201109,-11.3706,-9.4899,-11.9145,-9.3989,-9.0786,-11.2811
201110,9.6895,12.8259,12.656,13.5585,13.8891,15.5587
201111,-2.4284,-0.563,-3.2528,-0.474,0.3893,-0.5035
201112,0.7118,0.9511,-1.2211,0.7619,0.4347,-1.9697
201201,11.314,7.6673,9.824,6.5836,5.3992,8.3372
201202,5.4763,2.6386,2.8875,4.6066,3.9847,5.2879
201203,5.5079,3.0172,2.1049,3.1232,1.4258,1.1881
201204,-1.1026,-1.1996,-2.1686,-0.8144,-0.138,-1.9616
201205,-6.4446,-5.4753,-8.257,-6.1714,-7.1177,-9.3916
201206,3.9852,4.3265,4.1318,3.5939,2.9536,1.6906
201207,-1.1255,-0.5163,-2.3491,-0.5908,-0.0427,-0.2287
201208,2.2588,2.5989,2.6105,4.2021,2.794,3.8895
201209,5.0498,4.0499,3.7523,2.9306,2.2641,2.2333
201210,-2.4391,-1.4668,-2.8112,-0.6066,-0.1754,-2.1133
201211,0.5149,-0.3581,-0.5971,2.2924,1.4913,2.33
201212,2.5162,2.9553,2.3135,2.1342,2.0449,3.1125
201301,8.5976,6.6922,6.9903,7.3749,6.4233,7.1734
201302,1.5779,0.942,0.507,2.218,1.3582,0.5389
201303,4.2799,3.6284,5.008,5.6447,4.6787,3.9609
201304,0.3999,-0.0368,-1.4663,1.2129,1.231,-0.0044
201305,5.7737,4.6639,5.2414,3.8935,2.5212,4.1196
201306,-0.1495,1.3303,-0.2044,-1.7267,-0.8263,-1.5114
201307,9.4105,7.2315,6.412,6.4219,6.377,6.9434
201308,-1.816,-3.0047,-1.1657,-2.4547,-3.2285,-1.4676
201309,5.7945,5.4816,7.0572,4.7769,4.4937,5.5479
201310,2.0332,3.3129,1.11,3.9012,4.2351,2.8257
201311,5.1917,5.0852,3.831,4.0261,2.4817,1.8619
201312,3.3388,1.4483,3.2907,3.1456,2.8625,3.3771
201401,2.5518,-2.0214,1.511,-3.5342,-2.8565,-1.9203
201402,4.9956,3.4713,4.2867,5.8246,4.9475,5.7866
201403,0.1698,0.6584,-0.7954,0.8331,0.9894,-1.1887
201404,-5.189,-3.0171,-5.7322,0.0636,-0.1213,-2.3679
201405,-1.1776,0.4805,-0.4448,1.3216,1.6457,2.334
201406,4.6139,3.3553,6.1908,3.1371,3.0037,4.9307
201407,-4.1128,-4.541,-7.2947,-2.9551,-3.4286,-3.677
201408,3.3385,3.4961,4.5535,4.285,4.4952,5.9471
201409,-5.0887,-5.046,-5.437,-3.411,-3.5072,-3.8415
201410,1.1778,5.2552,3.0698,2.7209,2.7059,2.4145
201411,-0.899,-0.1244,-1.1039,2.3041,2.1922,0.7186
201412,1.2019,3.6385,3.3259,0.7017,0.183,-0.5399
201501,-3.356,-3.9631,-3.2193,-3.2661,-2.7017,-2.4406
201502,6.1315,5.0773,7.598,6.7053,6.2767,9.0151
201503,-0.6333,0.8605,0.5503,-0.7598,-0.3681,-0.1712
201504,0.6148,-0.2216,-0.5026,0.5535,0.1039,0.6404
201505,-0.2575,0.4016,2.0822,0.3116,1.2268,1.4695
201506,-1.0603,0.2332,1.8085,-3.2617,-1.5534,-1.1579
201507,-6.9456,-3.078,-2.8805,-0.8764,1.2043,0.3495
201508,-3.4034,-3.5058,-5.3145,-5.0158,-5.3242,-6.569
201509,-8.3115,-2.9815,-7.1624,-5.197,-3.1423,-5.9937
201510,4.3166,5.6017,4.2553,8.3365,6.2961,5.1564
201511,2.0955,2.6199,3.2447,0.2765,0.2406,1.1857
201512,-7.2047,-3.039,-5.3111,-4.3319,-2.8496,-3.9155
201601,-9.7227,-7.5713,-12.588,-6.9676,-5.68,-10.642
201602,0.8724,0.5504,-1.1818,2.891,2.0445,-1.1083
201603,9.1084,6.5607,8.6475,9.7088,7.6599,9.1586
201604,4.5959,3.7217,4.2055,1.9912,1.6665,3.643
201605,-0.3901,0.8394,-0.0769,0.1467,2.1144,2.2886
201606,0.9697,0.0981,-0.9771,-0.5406,-0.6542,-2.3239
201607,6.3523,5.9957,6.0078,4.477,3.5498,5.6907
201608,3.3539,2.3309,2.8031,0.5135,0.9158,0.6528
201609,2.0163,1.8243,4.31,1.106,-0.0377,0.2904
201610,-8.1751,-3.8235,-6.9325,-3.6339,-1.632,-2.9609
201611,9.2584,11.0099,9.4276,8.6087,6.6853,5.8772
201612,1.1036,4.5285,1.5645,0.3543,1.9449,0.4275
201701,3.6379,-0.4899,1.171,2.0076,1.6895,3.6604
201702,-0.5309,0.7697,3.4208,2.4579,3.2891,3.0665
201703,-0.0438,0.7263,1.3282,-0.1727,0.0634,0.3148
201704,-1.2608,1.4271,-0.0936,-0.005,0.8357,1.6489
201705,-3.5761,-2.4113,-3.082,-1.1911,0.4786,0.8887
201706,5.3521,3.3281,4.7229,1.0935,1.2995,2.4009
201707,-1.5813,-0.4844,-0.306,2.519,1.0236,1.4326
201708,-3.0056,-1.6645,-1.5635,-1.3541,-0.8368,0.285
201709,10.5837,7.0602,8.1702,5.3435,3.2553,2.8647
201710,-2.0743,0.4368,-0.1064,0.7126,1.8083,2.4347
201711,3.7579,3.5224,2.7974,4.1305,4.0104,3.4106
201712,2.7663,-0.1096,0.7039,1.5032,0.7707,1.0642
201801,3.8955,1.5622,2.159,4.232,3.8801,5.3816
201802,-4.3875,-3.4588,-3.8894,-5.6756,-3.9051,-3.1013
201803,1.1015,1.6599,2.0152,-0.6671,-0.5855,-0.3047
