Month,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
196605,-6.4,-7.64,-12.11,-3.81,-4.48,-7.56
196606,-1.69,-0.45,1.14,-1.86,-1.95,1.94
196607,-0.63,-1.06,-2.44,-0.57,-1.98,-1.59
196608,-9.77,-9.83,-11.44,-6.44,-7.28,-8.93
196609,-1.38,-1.34,-2.02,-0.01,0.25,-2.92
196610,-0.63,0.59,-3.71,6.44,6.26,-0.74
196611,4.26,3.14,7.2,-2,0.75,6.52
196612,1.33,1.45,3.24,0.14,0.51,0.38
196701,22.06,15.47,14.61,12.99,6.11,6.93
196702,2.22,3.38,5.62,-1.58,0.46,2.14
196703,5.53,6.07,7.81,3.71,4.4,4.29
196704,2.86,3.32,5.75,6.68,1.96,5.02
196705,-1.15,-1.25,-1.33,-5.12,-4.02,-3.77
196706,5.19,6.99,12.82,0.55,1.16,5
196707,9.18,7.95,8.73,6.9,3.09,5.17
196708,1.29,1.18,-1.08,-0.73,-0.34,-1.19
196709,3.69,5.97,7.14,3.08,2.42,4.72
196710,-3.37,-2.96,-1.7,-3.98,-3.5,1.68
196711,-0.21,0.27,0.89,0.52,0.33,2
196712,5.45,7.71,11.46,2.61,2.65,3.07
196801,2.9,2.23,-0.07,-1.22,-5.37,-7.53
196802,-3.44,-4.28,-7.58,-2.53,-2.31,-5.21
196803,-1.52,-1.31,-0.57,-0.6,0.44,4.82
196804,12.77,12.3,17.23,7.08,8.43,12.91
196805,7.72,6.86,11.03,0.8,1.62,4.96
196806,1.1,2.3,0.43,2.86,0.67,-0.3
196807,-3.87,-2.64,-3.19,-1.72,-1.57,-4.08
196808,2.07,3.46,5.31,1.32,1.59,1.84
196809,7.16,5.35,7.76,5.49,3.41,3.56
196810,0.83,1.87,0.01,2.36,0.37,0.14
196811,7.88,7.89,8.24,5.35,5.13,8.45
196812,-0.56,1.16,-0.65,-4.51,-3.6,-4.2
196901,-0.7,-0.69,-0.81,-1.32,-0.1,-1.52
196902,-9.09,-7.58,-9.72,-3.16,-5.68,-7.44
196903,-0.74,1.18,4.85,2.3,4.09,4.61
196904,-0.53,-0.36,1.28,2.64,1.69,3.17
196905,-0.86,-0.4,0.39,-0.93,0.98,1.17
196906,-12.6,-11.15,-12.31,-2.97,-5.96,-7.71
196907,-12.42,-7.41,-9.78,-6.95,-5.4,-6.31
196908,5.81,4.11,8.21,4.12,4.4,5.98
196909,-2.88,-1.57,-0.43,-4.6,-2.78,-1.99
196910,11.23,7.1,6.96,8.95,5.19,4.58
196911,-7.41,-5.52,-3.56,-4.93,-4.51,-1.58
196912,-9.08,-5.71,-4.09,-5.06,-2.8,0.06
197001,-4.2,-4.81,-6.44,-10.16,-9.04,-6.67
197002,3.42,3.5,4.47,6.3,6.46,5.51
197003,-2.73,-1.45,-3.35,-1.52,2.33,-1.47
197004,-18.62,-12.69,-18.93,-9.02,-9.29,-10.17
197005,-10.25,-9.72,-10.24,-1.71,-5.44,-7.19
197006,-11.58,-7.08,-3.89,-8.12,-5.1,-4.25
197007,7.02,7.46,5.97,11.19,8.42,6.27
197008,10.17,5.63,3.56,9.82,5.55,3.44
197009,19.05,9.11,8.21,9.28,4.77,2.27
197010,-11.65,-2.56,-0.11,-8.17,-1.21,-0.58
197011,-0.56,2.31,3.65,4.4,5.06,5.98
197012,9.27,9.91,8.12,7.63,7.26,4.39
197101,15.17,10.17,9.04,10.26,5.19,2.96
197102,4.61,2.98,4.49,0.45,1.01,2.17
197103,5.91,6.4,6.06,6.58,3.84,4.01
197104,2.28,2.83,3.81,4.22,2.53,5.32
197105,-6.38,-4.86,-4.56,-3.4,-3.67,-3.44
197106,-3.42,-2.48,0.89,0.42,0.15,1.55
197107,-4.86,-4.56,-6.04,-2.92,-3.62,-6.39
197108,2.83,4.08,6.64,2.55,4.33,5.74
197109,-2.39,-1.13,0.79,-1.45,-0.01,-0.46
197110,-7.71,-5.49,-5.3,-3.38,-3.4,-4.86
197111,-4.24,-2.98,-1.88,-0.26,0.48,0.34
197112,13.78,12.35,12.62,9.34,8.13,9.16
197201,10.77,7.22,8.99,0.05,2.76,2.32
197202,2.41,3.7,4.38,1.33,2.06,4.75
197203,-0.93,0.55,1.2,-1.52,0.74,2.17
197204,-1.35,0.46,2.42,-0.44,0.1,1.54
197205,-4.06,-2.2,-1.16,0.39,0.94,3.86
197206,-4.49,-3,-3.48,-3.83,-2.12,-0.98
197207,-4.34,-2.34,-3.42,-3.21,-0.72,1.38
197208,2.79,1.49,-0.06,8.57,5.62,0.75
197209,-3.69,-2.61,-2.74,-2.38,-0.8,0.16
197210,-2.21,-0.59,-0.9,0.46,1.73,0.66
197211,7.04,5.27,4.53,9.75,7.03,1.88
197212,-3.75,-1.45,0.78,-2.33,0.06,3.11
197301,-6.26,-3.93,-5.56,-8.18,-2.52,-1.42
197302,-8.39,-7.04,-9.78,-9.2,-3.68,-3.49
197303,-4.63,-2.92,-0.29,-2.38,-2.42,0.51
197304,-10.55,-6.41,-4.76,-10.7,-5.21,-3.66
197305,-10.98,-8.34,-5.37,-9.21,-2.98,-0.64
197306,-5.31,-3.09,-1.83,-4.85,-2.77,0.3
197307,17.86,11.6,7.3,15.23,8.73,2.63
197308,-7.19,-3.62,-2.43,-5.01,-3.12,-2.89
197309,11.72,9.72,9.24,14.28,8.51,2.71
197310,-3.84,1.29,3.2,-5.17,-1.52,1.28
197311,-22.38,-17.42,-16.37,-20.79,-12.18,-9.53
197312,-7.42,-2.47,4.89,-4.79,-0.44,3.74
197401,15.79,10.18,7.02,6.2,2.23,-2.66
197402,-0.27,0.45,0.09,0.82,-0.91,0.71
197403,0.92,0.22,-1.01,-3.72,-1.41,-3.78
197404,-7.5,-5.43,-4.92,-5.92,-3.88,-4.53
197405,-9.38,-7.09,-7.54,-3.82,-1.34,-6.16
197406,-5.02,-3.07,-1.63,-3.04,-1.74,-1.68
197407,-6.23,-4.4,-4.19,-8.91,-8.34,-4.84
197408,-9.79,-8.15,-6.2,-10.57,-9.06,-7.95
197409,-10.39,-7.12,-7.71,-13.22,-12.99,-7.38
197410,8.9,8.47,10.62,21.1,15.84,17.93
197411,-6.28,-5.6,-3.03,-4.12,-4.52,-2.91
197412,-7.65,-6.47,-5.58,-4.69,-2.42,-0.84
197501,35.87,26.94,19.81,21.6,11.18,9.91
197502,4.24,4.97,4.66,6.7,6.97,5.17
197503,8.98,5.19,6.48,4.23,1.69,2.76
197504,2.18,3.22,6.73,6.13,4.49,4.24
197505,7.18,6.75,8.12,6.16,5.82,4.25
197506,7.07,6.82,6.57,5.2,4.81,5.82
197507,-1.6,-2.62,-3.25,-7.85,-6,-5.35
197508,-5.18,-4.58,-5.38,-2.21,-1.93,-2.38
197509,-3.8,-3.34,-3.79,-4.59,-2.78,-3.94
197510,0.93,2.92,2.85,7.78,5.75,5.58
197511,1.34,2.5,2.53,4.37,2.65,2.21
197512,0.18,-0.92,-1.44,-2.25,-0.75,-0.87
197601,16.04,18.87,20.85,10.03,12.77,14.16
197602,9.64,7.99,8.76,-0.59,-0.66,1.01
197603,0.36,1.76,2.34,3.05,3.17,1.48
197604,-0.79,-0.57,-1.75,-2.49,-0.03,-0.52
197605,-0.79,-1.31,-3.17,-1.49,-0.24,-1.31
197606,3.45,2.86,4.26,5.12,4.78,3.46
197607,-0.26,0.96,0.17,-1.27,0.18,-1.92
197608,-2.18,-1.15,-2.3,0.52,0.51,-1.07
197609,2.58,3.08,2.64,1.79,2.9,2.21
197610,-2.03,-1.11,-2.29,-2.48,-1.45,-3.16
197611,2.93,3.39,4.46,-1.69,1.26,2.58
197612,10.65,9.14,9.55,4.75,5.76,7.4
197701,0.35,2.47,2.92,-7.31,-2.89,-1.94
197702,-1.6,-0.38,0.26,-1.61,-1.45,-2.71
197703,0.64,0.62,0.55,-1.73,-1.04,-0.67
197704,-0.13,1.51,2.65,-2.18,0.76,3.52
197705,-1.02,0.59,0.18,-2.83,-0.42,0.02
197706,5.18,5.69,7.47,4.85,4.72,6.18
197707,-0.2,0.61,0.56,-1.31,-1.59,-1.44
197708,-0.53,-0.94,-0.19,0.92,-2.91,-2.92
197709,0.01,1.22,1.68,-1.29,1.16,1.1
197710,-2.49,-1.86,-3.04,-4.22,-3.83,-3.94
197711,7.1,6.86,8.61,3.55,4.07,6.45
197712,0.49,1.87,2.41,0.08,0.87,1.29
197801,-1.83,-1.94,-3.24,-6.33,-5.46,-6.37
197802,1.48,2.16,2.93,-2.52,-0.9,-0.18
197803,6.08,5.34,7.08,3.59,2.06,5.36
197804,7.17,6.82,8.77,9.86,7.34,9.95
197805,5.54,4.26,7.47,1.5,1.33,5.3
197806,-0.92,0.52,1.1,-2.64,-1.01,0.86
197807,3.85,4.87,7.1,4.76,5.52,9.88
197808,6.49,7.05,9.49,3.74,2.92,6.43
197809,0.12,-0.19,-1.75,0.62,-1.44,-3.71
197810,-15.04,-16.51,-23.2,-8.31,-9.96,-16.86
197811,3.1,4.18,8.6,2.24,3.14,7.8
197812,0.7,1.91,3.02,-0.9,2.04,2.85
197901,9.69,7.75,9,5.93,3.9,4.15
197902,-2.12,-1.92,-2.69,-2.54,-2.56,-4
197903,8.26,8.09,10.65,5.2,5.34,8.55
197904,2.15,2.55,2.97,0.31,-0.06,1.15
197905,-1.62,-1.1,-0.93,-0.87,-1.31,-1.91
197906,5.22,5.27,6.02,4,4.55,4.86
197907,3.39,3.43,1.92,1.85,1.38,1.17
197908,8.77,6.57,8.23,7.14,4.84,7.23
197909,-2.45,-0.76,1.65,-3.03,-1.1,3.52
197910,-11.7,-10.16,-9.65,-7.29,-7.41,-5.21
197911,3.66,6.37,12.31,3.75,5.37,10.96
197912,4.52,4.44,9.27,0.04,1.87,4.85
198001,5.51,6.69,10.67,2.04,5.12,11.84
198002,-4.53,-3.63,0.81,-4.32,-2.37,6.13
198003,-13.76,-14.99,-20.7,-4.86,-8.99,-17.07
198004,6.63,5.52,7.2,6.5,3.58,5.16
198005,9.26,8.09,7.57,5.53,6.55,5
198006,4.11,4.06,5.64,3.34,2,4.92
198007,8.97,8.79,12.38,9.23,5.47,6.58
198008,4.7,3.71,8.99,0.72,1.24,2.82
198009,1.76,2.4,5.55,-0.7,0.63,6.34
198010,0.16,2.01,7.12,-2.52,0.17,5.25
198011,1.09,4.45,12.33,0.76,10.94,20.02
198012,-1.75,-1.57,-4.34,2.89,-2.29,-7.78
198101,1.6,1.97,-3.28,1.75,-2.16,-9.19
198102,1.48,1.52,0.41,2.57,2.54,0.86
198103,7.48,7.21,8.07,4.55,3.06,5.49
198104,2.26,3.57,3.19,-0.53,-1.57,-3.31
198105,0.45,2.53,5.33,0.38,0.48,3.04
198106,0.33,-0.63,-2.62,2.41,-1.26,-6.41
198107,-1.69,-2.14,-2.61,2.79,-1.31,-1.33
198108,-6.91,-6.3,-7.87,-4.75,-5.68,-6.06
198109,-9.63,-6.54,-6.53,-6.42,-5.16,-5.67
198110,6.14,7.11,9.63,3.31,6.07,7.86
198111,1.72,4.55,3.57,5.38,5.51,3.02
198112,-3.28,-0.38,-1.27,-3.47,-2.54,-2.82
198201,-3.6,-3.06,-3.17,-3.76,-1.88,-0.77
198202,-7.52,-3.38,-2.44,-7.72,-4.81,-2.78
198203,-2.43,-0.4,-0.39,-2.39,-1.23,1.4
198204,5.65,5.69,5.21,4.79,3.94,4.36
198205,-5.1,-2.21,-1.57,-4.48,-2,-2.87
198206,-6.21,-2.35,-0.75,-4.53,-2.18,-0.01
198207,-3.27,-1,-0.16,-5.31,-3.97,0.51
198208,10.04,7.61,7.62,15.66,12.63,11.01
198209,0.03,4.97,6.11,0.14,1.31,2.4
198210,13.53,12.54,15.7,12.76,11.78,10.62
198211,4.99,9.58,10.89,1.04,4.74,6.96
198212,0.41,1.36,1.72,2.64,0.36,1.42
198301,9.18,6.05,7.7,4.5,4.27,2.58
198302,2.66,5.49,6.66,1.2,2.36,4.88
198303,3.47,4.39,5.51,3.72,2.78,3.51
198304,6.06,7.12,8.72,8.16,5.76,9.07
198305,9.45,5.13,7.2,1.08,-0.52,0.21
198306,3.49,3.56,5.14,3.96,2.08,5.92
198307,-0.02,-1.48,-3.82,-2.82,-2.74,-5.41
198308,-0.44,-2.02,-5.25,3.42,1.44,-3.44
198309,0.68,2.82,1.84,1.97,1.96,0.52
198310,-4.16,-4.55,-8.04,-0.53,-1.34,-5.81
198311,3.39,4.78,4.61,2.58,2.97,1.21
198312,-2.53,-0.53,-1.42,-0.63,-1.42,-0.18
198401,-0.68,-0.42,-2.42,-0.15,-0.71,-3.37
198402,-5.87,-4.48,-5.51,-4.33,-3.29,-4.3
198403,-0.47,1.79,1.2,1.19,1.6,1.7
198404,-2.35,-0.12,0.43,-0.15,0.47,1.2
198405,-6.2,-4.86,-4.11,-6.15,-4.8,-4.96
198406,2.15,3.58,2.75,3.31,3.28,1.32
198407,-7.12,-3.56,-1.41,-2.57,-1.11,-2.41
198408,13.83,11.21,8.39,14.96,12.27,9.01
198409,-2.03,-0.38,2.21,-1.54,-0.73,1.51
198410,-3.66,-0.73,0.83,-1.02,0.25,0.91
198411,-4.52,-0.93,-0.95,-0.86,-0.87,-1
198412,0.54,2.53,2.33,1.45,2.57,2.78
198501,16.08,11.87,8.8,12.01,9.1,5.45
198502,1.82,2.85,3.23,-0.02,1.53,2.18
198503,-3.64,-1.97,-0.14,0.49,-0.1,0.36
198504,-2.86,-0.61,0.94,-1.91,-0.08,0.39
198505,1.55,3.91,4.84,2.34,6.47,7.01
198506,-1.56,2.77,3.87,1.38,1,3.22
198507,3.35,2.25,1.62,3.4,0.47,-2.71
198508,-1.33,-0.8,0.16,-1.76,-0.66,0.36
198509,-7.25,-4.94,-4.67,-4.27,-3.29,-3.82
198510,0.71,3.65,5.92,1.61,4.83,6.06
198511,6.58,6.61,7.61,8.38,7.13,6.53
198512,3.86,4.64,4.25,4.86,4.89,4.23
198601,-0.24,1.76,4.06,1.19,-0.18,2.84
198602,5.22,6.96,9.09,6.63,7.63,8.25
198603,4.17,4.95,4.91,3.03,4.82,7.3
198604,1.21,1.81,2.14,0.2,-1.22,-1.81
198605,2.95,3.1,5.29,5.32,4.36,7
198606,-2.53,0.65,2.63,-1.23,1.37,3.98
198607,-10.41,-7.17,-8.3,-6.95,-4.77,-5.59
198608,4.31,3.34,2.41,12.86,7.75,4.83
198609,-4.99,-5.86,-7.75,-2.36,-7.17,-11.36
198610,1.94,2.97,4.33,3.85,4.54,6.79
198611,-0.84,0.3,-1.14,1.77,2.24,1.6
198612,-3.35,-1.94,-3.25,-3.53,-2.44,-2.81
198701,11.79,10.16,12.36,10.73,12.12,14.36
198702,8.1,7.34,7.62,7.13,4.43,3.23
198703,1.34,2.19,3.28,1.48,1.32,2.74
198704,-3.87,-3.24,-2.12,0.7,-3.22,-0.58
198705,-0.28,-0.28,-0.65,1.72,0.31,0.8
198706,2.29,3.86,2.44,5.06,4.89,4.48
198707,2.14,3.19,4.73,2.75,4.17,5.51
198708,3.09,3.61,3.09,5.55,3.94,3.78
198709,-2.75,-1.23,-1.58,-1.57,-3.08,-1.32
198710,-26.27,-27.75,-32.35,-13.74,-21.67,-23.33
198711,-6.01,-3.42,-5.46,-5.03,-8.25,-8
198712,3.94,6.23,11.55,3.91,6.57,7.94
198801,8.22,5.12,2.09,10.71,6.38,1.7
198802,8.7,7.65,7.57,7.11,3.77,5.2
198803,2.93,3.81,4.53,-2.04,-3.27,-2.19
198804,0.63,1.13,3.05,-0.56,0.67,1.55
198805,-3.06,-1.61,-1.48,0.87,0.6,0.59
198806,7.1,5.68,6.93,8.97,4.47,3.42
198807,-0.48,-1.04,-0.54,-1.86,-0.5,-0.53
198808,-3.1,-1.97,-2.58,-2.72,-2.83,-2.59
198809,1.31,2.68,3.02,4.73,4.35,3.48
198810,-2.02,-0.77,-0.15,1.61,2.39,2.34
198811,-3.97,-2.27,-3.12,-1.56,-1.46,-1.53
198812,2.76,3.06,4.28,2.32,1.86,1.61
198901,4.67,4.18,5.32,8.01,6.4,7.06
198902,0.78,0.41,1.13,-2.05,-2.48,-0.7
198903,1.1,2,3.42,-0.45,1.81,4.31
198904,3.15,3.81,5.3,4.57,4.95,5.78
198905,3.2,4.04,4.42,2.92,4.05,4.83
198906,-2.38,-0.12,-2.16,-1.08,-0.59,-0.04
198907,1.6,4.11,6.11,4.4,7.71,10.8
198908,1.69,2.97,3.47,3.46,2.21,1.43
198909,-1.11,0.49,1.89,-2.48,-1.08,1.36
198910,-7.24,-4.69,-5.56,-3.63,-2.24,-2.61
198911,-1.32,0.75,1.27,-0.68,2.72,1.92
198912,-1.44,-0.09,0.91,-1.17,2.98,2.05
199001,-8.23,-7.38,-10.09,-3.56,-6.29,-8.26
199002,2.87,1.94,3.89,3.32,1.3,1.3
199003,1.93,3.14,4.8,2.58,1.23,3.03
199004,-5.17,-3.3,-2.71,-4.46,-2.74,-2.12
199005,4.92,4.42,9.98,8.8,9.03,9.82
199006,-0.37,0.44,0.29,-3.8,-1.34,0.43
199007,-6.55,-3.51,-2.79,-7.72,-1.43,0.38
199008,-14.62,-11.08,-13.37,-10.53,-9.64,-8.28
199009,-12.66,-7.69,-8.43,-11.53,-4.06,-4.72
199010,-10.27,-5.55,-3.82,-6.8,-0.69,0.21
199011,8.65,6.45,6.96,14.93,7.59,5.39
199012,1.14,4.11,4.88,5.35,4.42,1.92
199101,10.45,7.16,8.05,14.1,5.88,3.3
199102,15.56,10.3,10.88,11.87,6.73,7.05
199103,6.1,4.5,8.88,0.78,1.77,3.62
199104,0.5,1.76,0.58,4.12,0.49,-0.7
199105,2.05,3.52,5.26,7.34,3.56,3.95
199106,-4.28,-2.91,-5.4,-5.81,-4.92,-3.76
199107,1.83,2.82,6.52,3.12,3.15,7.1
199108,1.74,3.26,5.38,4.31,1.33,3.9
199109,-1.53,0.27,1.88,-1.51,-1.1,-1.45
199110,0.5,1.63,4.11,-0.16,1.66,2.56
199111,-5.13,-2.63,-4.72,-5.46,-2.86,-3.36
199112,3.26,6.53,10.61,6.8,11.21,16.03
199201,10.9,6.9,9.48,1.41,-2.35,-2.05
199202,3.06,3.42,3.09,2.63,0.68,1.33
199203,-3.43,-0.91,-3.87,-2.75,-1.42,-3
199204,-3.66,-2.28,-4.27,4.31,2.85,-0.2
199205,1.81,0.53,0.65,0.47,0.01,1.89
199206,-5.01,-2.96,-4.17,-1.61,-0.73,-3.64
199207,2.03,3.08,4.27,3.46,4.37,4.09
199208,-3,-2.2,-3.14,-2.07,-1.54,-3.03
199209,-0.06,1.72,2.64,1.38,1.36,1.52
199210,2.04,2.15,3.66,-0.84,0.33,2.97
199211,9.5,6.11,7.57,3.54,3.29,4.84
199212,0.96,3.32,5.48,-2.13,2.14,2.25
199301,2.25,3.32,5.17,-2.96,0.78,3.76
199302,-4.66,-1.31,-1.47,-1.52,1.06,1.5
199303,0.97,2.29,4.66,0.64,1.95,4.43
199304,-4.17,-1.62,-2.98,-2.83,-2.51,-3.28
199305,5.85,3.62,4.42,3.31,1.57,5.3
199306,-1.49,0.33,2.08,-2.39,0.39,3.18
199307,-0.15,1.87,1.89,-2.72,-0.18,1.73
199308,2.7,3.14,5.75,3.81,2.91,5.91
199309,0.97,2.75,4.51,-2.01,-0.26,1.26
199310,4.19,2.36,2.87,4.64,0.16,0.61
199311,-1.03,-2.32,-4.28,2.59,-2.62,-3.6
199312,1.45,3.16,3.68,0.03,2.23,2.37
199401,3.24,2.48,3.11,3.79,2.27,3.96
199402,-0.47,-0.35,-0.98,-2.37,-2.69,-2.45
199403,-4.41,-4.72,-6.46,-4.29,-3.98,-4.89
199404,-1.76,-0.39,0.23,1.29,1.63,0.14
199405,0.28,0.03,-2.48,1.72,1.31,0.17
199406,-3.29,-1.31,-3.18,-1.98,-2.54,-3.77
199407,0.8,1.18,2.51,3.33,3.87,1.99
199408,5.58,5,6.1,3.79,3.22,6.4
199409,-0.62,-0.64,1.33,-2.59,-2.4,-1.87
199410,-1.28,-0.53,1.13,1.68,2.12,2.09
199411,-4.61,-3.57,-3.29,-2.13,-3.89,-3.85
199412,-2.34,1.91,3.43,0.05,1.74,1.29
199501,0.95,0.07,-0.59,3.46,3.25,1.34
199502,3.21,3.46,3.97,4.93,4.29,3.46
199503,1.43,1.78,2.63,3.36,2.34,2.91
199504,2.06,2.35,2.41,0.22,2.24,3.54
199505,1.59,1.67,1.98,4.63,3.81,3.4
199506,4.39,3.37,8.63,2.84,1.3,4.37
199507,4.37,4.78,8.79,3.49,3.52,4.15
199508,1.81,3.57,3.2,1.56,1.18,0.22
199509,0.15,2.31,2.98,2.07,4.13,4.41
199510,-8.3,-3.43,-4.68,-4.04,-0.93,0.62
199511,1.9,3.81,4.13,7.18,4.68,3.68
199512,-0.13,2.9,3.37,-0.31,2.04,1.26
199601,1.24,0.48,0.31,1.51,2.38,3.6
199602,3.79,2.8,4.06,1.44,0.78,2.31
199603,2.91,1.75,2.38,3.58,1.31,0.35
199604,6.87,3.18,8.73,5.4,0.94,1.76
199605,4.61,4.11,6.08,1.76,1.87,3.37
199606,-4.99,-2.38,-4.76,-2.08,0.44,-0.31
199607,-8.35,-6.08,-10.97,-7.57,-3.99,-5.24
199608,4.87,5.04,7.03,4.62,2.72,2.37
199609,2.34,3.62,5.18,4.1,4.59,6.66
199610,-3.4,0.33,-2.38,-3.79,2.98,2.87
199611,4.4,4.07,1.87,8.42,7.44,6.44
199612,-0.21,3.01,3.01,-0.17,-1.32,-2.23
199701,4.67,3.07,3.42,2.92,4.21,8.06
199702,-2.55,0.06,-4.35,0.28,1.81,-2.02
199703,-6.64,-3.59,-4.14,-4.32,-4.06,-4.87
199704,-3.36,0.01,-0.95,0.76,3.63,8.18
199705,15.74,9.8,11.51,11.93,5.96,5.76
199706,3.92,5.96,7.36,3.21,3.43,5.03
199707,3.86,5.52,6.95,5.01,6.7,9.57
199708,4.15,3.06,3.69,-1.38,-3.72,-6.12
199709,7.77,7.82,9.81,4.82,5.21,5.79
199710,-4.75,-2.23,-4.24,-2.76,-2.87,-4.16
199711,-3.34,-0.59,-1.19,4.13,4.86,2.56
199712,-4.43,1.73,1.83,0.9,2.09,2.55
199801,0.53,-0.84,-1.2,-0.65,0.52,1.3
199802,8.35,7.48,7.22,8.3,7.31,7.17
199803,3.42,4.78,5.58,3.95,4.71,6.03
199804,1.91,1.29,1.66,0.59,0.03,2.44
199805,-6.75,-3.97,-5.45,-4.16,-2.05,-1.69
199806,-5.84,-0.88,2.18,-0.09,3.91,6.42
199807,-10.02,-6.94,-5.56,-2.95,-2.48,-0.01
199808,-23.71,-17.5,-20.56,-15.28,-15.4,-14.65
199809,6,4.87,8.99,10.58,6.34,6.27
199810,7.18,3.97,2.48,12.81,8.86,6.78
199811,5.23,6.11,7.23,6.29,5.74,6.63
199812,0.69,4.12,7.41,-2.23,1.93,9.12
199901,4.13,-0.01,3.07,-1.88,0.7,5.28
199902,-8.25,-7.24,-7.51,-3.09,-1.55,-4.11
199903,0.11,-3.12,-0.67,6.18,2.11,4.36
199904,13.38,6.97,8.39,15.38,9.27,2.24
199905,5.78,3.35,2.34,4.35,-0.46,-2.78
199906,3.8,4.66,9.28,2.04,1.14,6.31
199907,-1.47,-0.56,-0.39,-4.6,-4.18,-2.5
199908,-5,-3.14,-1.46,-2.24,-2.09,0.04
199909,-2.78,-1.07,1.42,-9.29,-4.58,-0.53
199910,-3.79,-0.63,1.51,1.48,6.73,7.09
199911,5.84,2.9,13.33,1.54,-1.01,5.28
199912,5.18,3.46,17.29,-1.4,-4.1,12.46
200001,-0.16,-1.44,3.45,-5.48,-1.93,-5.36
200002,6.12,5.81,26.93,-9.09,-7.85,6.75
200003,2,0.64,-1.89,14.38,11.21,5.51
200004,-4.46,-0.35,-13.66,2.43,-4.62,-5.47
200005,-3.22,-1.76,-8.23,5.97,2.51,-7.14
200006,2.42,1.9,21.04,-6.6,-0.93,7.96
200007,-0.85,1.07,-5.02,-5.27,-1.15,-1.36
200008,5.2,4.86,12,5.29,3.62,9.9
200009,-8.64,-0.78,-3.79,-6.53,0.96,-7.11
200010,-7.48,-1.58,-7.83,3.7,2.21,-5.2
200011,-14.38,-5.74,-13.35,-8.87,-3.65,-14.74
200012,-0.01,6.69,7.92,-1.62,0.9,3.78
200101,30.25,8.23,4.32,18.69,2.46,-5.5
200102,-14.94,-1.9,-4.22,-17.31,-7.9,-3.04
200103,-9.95,-2.06,-1.28,-11.57,-5.65,-3.52
200104,13.27,6.17,6.94,13.86,5.28,4.17
200105,5.46,5.42,5.81,-1.69,2.26,2.23
200106,4.57,5.1,5.39,-1.9,-2.3,-2.02
200107,-9.09,-1.6,-1.82,-3.26,-0.3,0.39
200108,-7.99,-1.03,-2.91,-9.06,-4.68,-3.12
200109,-22.38,-12.1,-9.75,-15.94,-4.05,-5.39
200110,17.22,5.15,5.64,4.58,0.95,-0.74
200111,15.31,6.63,5.91,12.1,5.51,4.37
200112,9.6,6.69,6.08,-0.71,2.41,2.77
200201,-5.28,-0.68,1.52,-2.37,-1.07,-1.76
200202,-9.51,-0.67,-1.96,-5.76,-0.41,0.21
200203,11.08,9.03,8.57,4.86,3.59,4.05
200204,-5.1,2.24,0.64,-10.23,-4.85,-0.05
200205,-8.08,-3.04,-2.72,-1.5,-0.4,-0.93
200206,-10.89,-3.34,-1.57,-8.3,-7.05,-5.38
200207,-17.93,-12.6,-12.93,-8.55,-6.37,-6.89
200208,-1.58,1.29,0.52,-0.16,1.7,1.28
200209,-13.45,-5.4,-4.6,-15.08,-9.25,-5.75
200210,7.3,2.23,4.58,12.61,5.98,4.63
200211,23.33,5.81,3.79,10.91,3.1,-1.7
200212,-11.25,-3.64,-1.51,-10.29,-4.39,-0.74
200301,-3.14,-2.38,-0.94,-2.75,-2.97,-1.7
200302,-4.42,-3.21,-1.96,-1.39,-2.1,-1.34
200303,1,0.44,2.3,-0.43,1.58,1.48
200304,16.26,9.22,7.35,14.96,7.66,5.03
200305,19.11,9.89,7.81,13.8,5.44,3.62
200306,4.46,2.36,2.93,2.2,0.81,1.66
200307,7.75,5.66,7.71,3.18,1.31,2.59
200308,5.74,3.97,5.37,2.87,2.05,2.15
200309,-1.11,-0.93,-0.52,-0.76,-1.18,-1.7
200310,7.02,7.79,9.94,4.84,4.07,9.38
200311,2.91,4.16,4.11,0.67,1.06,2.75
200312,6.02,3.14,0.99,7.14,4.43,0.81
200401,2.8,3.37,6.89,1.19,2.39,2.26
200402,1.3,1.6,0.01,1.5,2.06,0.61
200403,0.88,0.98,-0.21,-2.05,-1.07,-0.55
200404,-1.86,-2.37,-6.33,0.85,-2.49,-5.44
200405,-0.14,1.07,1.9,0.7,1.78,1.87
200406,2.73,4.25,4.7,1.6,1.26,3.83
200407,-7.66,-5.69,-7.73,-2.44,-3.59,-6.93
200408,-0.56,-0.46,-2.49,0.61,0.26,-0.48
200409,3.33,4.42,7.34,-0.72,1.12,5.79
200410,2.74,2.5,0.77,2.64,0.66,1.55
200411,8.26,8.25,9.92,2.2,4.58,7
200412,5.68,2.39,2.99,4.51,3.83,1.53
200501,-6.83,-3.14,-2.21,-3.55,-1.57,-1.8
200502,0.31,0.93,3.55,0.88,2.3,3.97
200503,-3.25,-2,-2.98,-2.42,-1.14,-1.59
200504,-7.21,-4.92,-6.28,-1.31,-1.54,-3.95
200505,6.54,5.99,7.17,3.88,2.98,4.11
200506,3.34,4.06,3.99,-0.37,-0.49,3.09
200507,7.21,6.31,6.33,3.92,3.44,4.79
200508,-2.13,-2.15,-0.6,-1.7,-1.14,1.31
200509,-1.16,0.32,1.71,-0.61,0.83,3.44
200510,-3.48,-2.56,-3.02,-0.03,-2.05,-3.06
