Month,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
200511,4.89,3.91,5.04,3.54,4.06,3.88
200512,-0.03,-0.38,0.03,-0.34,-0.21,1.13
200601,8.44,6.36,10.68,2.58,1.37,5.7
200602,-0.48,0.8,-1.09,0.88,0.87,-2.19
200603,3.4,4.03,5.3,2.24,0.53,2.86
200604,-0.27,-0.08,0.69,0.91,1.33,1.18
200605,-4.09,-4.19,-6.99,-1.09,-2.91,-5.5
200606,-2.23,0.12,-0.52,-0.67,0.44,0.59
200607,-3.65,-2.42,-5.13,0.27,0.98,-2.68
200608,4.54,2.59,1.56,4.06,2.7,0.11
200609,1.61,1.04,0.71,3.09,2.32,2.11
200610,6.2,5.13,5.5,4.05,2.7,4.28
200611,3.79,2.3,2.47,3.08,1.52,2.38
200612,0.25,0.78,0.69,-0.18,1.89,1.05
200701,2.07,1.03,2.07,1.97,1.5,2.39
200702,-0.01,-0.36,-0.74,-0.65,-1.46,-2.61
200703,0.13,1.28,1.87,-0.36,0.48,2.85
200704,1.98,1.66,2.95,5.2,4.18,3.91
200705,4.05,4.43,2.95,3.53,3.33,4.11
200706,-1.68,-0.75,-0.97,-1.48,-1.65,-1.44
200707,-7.51,-5.07,-5.04,-4.55,-3.46,-1.41
200708,1.16,1.29,1.11,1.88,1.05,2.14
200709,-0.37,0.47,4.27,1.57,3.39,6.09
200710,-0.68,2.33,3.96,-1.39,2.42,3.88
200711,-8.09,-6.56,-7.98,-6.05,-3.48,-4.31
200712,-2.29,-0.83,1.03,-7.34,-1.39,2.39
200801,-3.07,-6.19,-10.79,-1.22,-3.84,-9.29
200802,-6.05,-3.41,-2.47,-9.34,-3.5,-0.64
200803,-2.39,1.58,-1.04,-6.66,-0.53,0.19
200804,2.69,3.1,4.43,8.66,2.26,6.51
200805,4.07,3.95,4.88,-2.68,1.28,2.94
200806,-15.57,-9.76,-5.07,-18.78,-10.23,-4.2
200807,4.81,3.88,1.86,3.46,1.58,-3.9
200808,7.48,4.62,0.79,1.3,2.65,-0.11
200809,-10,-6.51,-9.89,-12.3,-6.22,-11.62
200810,-25.69,-20.91,-19.15,-23.85,-15.68,-14.8
200811,-17,-13.54,-9.69,-14.48,-4.72,-7.54
200812,9.46,5.25,4.41,4.92,2.03,-0.15
200901,-7.65,-9.59,-11.87,-8.32,-8,-7.86
200902,-15.99,-12.15,-11.69,-13.02,-10.08,-9.06
200903,18.84,11.58,7.29,17.41,10.53,5.88
200904,45.79,22.13,8.72,34.07,13.93,2.37
200905,15.13,3.98,1.34,14.11,6.11,3.02
200906,-0.19,2.84,3.03,-6.1,0.81,1.25
200907,14.07,10.43,8.03,10.86,7.83,6.17
200908,11.3,3.57,-0.36,8.19,3.25,2.2
200909,10.71,5.63,4.77,7.09,3.65,3.18
200910,-8.06,-5.52,-8.42,-6.89,-1.28,-1.3
200911,2.16,1.84,3.23,6.29,5.52,5.81
200912,8.68,7.1,9.67,-0.49,3.4,4.38
201001,-0.77,-3.37,-4.75,-0.23,-3.37,-7.04
201002,2.98,4.16,6.34,1.53,3.54,5.45
201003,8.25,7.67,9.37,4.43,5.82,10.62
201004,5.73,5.84,8.31,1.05,0.81,4.87
201005,-7.86,-6.92,-7.82,-7.85,-7.94,-8.17
201006,-6.99,-6.84,-10.38,-4.16,-5.75,-6.76
201007,6.05,6.41,8.95,7.27,6.46,8.13
201008,-7.8,-7.57,-7.25,-3.99,-4.61,-4.9
201009,13.4,12.2,13.53,8.9,8.53,11.47
201010,3.51,3.24,4.53,2.08,4.29,4.32
201011,2.55,2.62,4.48,-0.29,-0.25,2.83
201012,11.3,8.4,7.24,7.92,6.08,5.6
201101,-0.67,0.26,0.56,2.81,2.53,0.93
201102,3.56,5.01,6.07,1.84,4.64,3.36
201103,-0.4,2.81,4.39,-0.96,0.46,1.35
201104,1.58,2.61,2.11,2.81,3.34,2.4
201105,-2.16,-1.24,-2.04,-0.57,-1.23,-1.89
201106,-3.53,-1.48,-1.56,-2.57,-1.55,-1.08
201107,-4.3,-4.08,-3.29,-1.52,-2.46,-2.34
201108,-9.97,-7.76,-9.94,-6.4,-4.77,-7.08
201109,-10.76,-9.88,-13.46,-7.46,-6.14,-9.91
201110,15.77,15.22,17.65,14.82,10.55,10.08
201111,-2.71,-0.23,0.34,-4.16,-0.08,0.78
201112,-0.45,1.16,0.24,-2.68,1.56,0.48
201201,11.88,6.41,6.55,13.08,5.06,2.56
201202,3.3,2.55,3.85,5.63,4.18,4.46
201203,1.76,3,3.16,2.57,2.28,4.2
201204,-3.47,-1.6,-0.49,-4.43,-0.91,0.25
201205,-10.39,-5.94,-5.19,-12.19,-6.48,-4.16
201206,6.01,4.66,4.09,3.42,4.72,3.08
201207,-4.09,-1.2,-0.08,-0.75,1.08,1.51
201208,4.88,2.47,3.16,4.55,3.52,1.3
201209,3.92,3.03,3.59,4.17,2.34,2.46
201210,-3.14,-2.41,-1,-0.46,-1.68,-2.42
201211,1.26,0.73,0.67,-0.27,0.65,1.08
201212,4.98,3.32,2.6,3.77,0.73,0.27
201301,6.26,5.92,6.59,7.62,6.03,3.56
201302,0.85,1.14,1.36,-0.47,1.63,1.62
201303,3.93,4.87,6.22,3.54,3.56,5.14
201304,-0.36,-0.36,-0.14,1.45,1.77,1.7
201305,7.66,4.15,4.83,3.56,2.22,2.78
201306,-0.21,0.34,0.5,-2.66,-0.51,-2.15
201307,7.19,7.34,8.32,4.76,5.13,7.07
201308,-3.22,-3.02,-2.44,-2.25,-2.81,-2.97
201309,5.15,5.64,7.49,1.89,3.89,5.57
201310,2.14,3.6,2.23,3.48,5.14,3.72
201311,4.76,5.06,4.6,2.49,3.15,3.48
201312,2.92,1.71,2.89,2.82,2.47,2.99
201401,-2.68,-3.65,-2.66,-5.05,-3.36,-1.66
201402,4.02,4.12,5.47,3.94,4.13,6.62
201403,0.61,1.66,-1.27,2.08,1.63,-2.67
201404,-2.6,-3.07,-5.38,2.74,0.69,-2.23
201405,0.29,1.01,-0.38,0.51,2.45,3.47
201406,5.29,5.22,6.31,2.61,1.97,2.98
201407,-6.31,-5.41,-5.96,-0.66,-2.17,-1.48
201408,3.9,4.6,5.44,4.24,4.1,4.33
201409,-6.61,-4.79,-5.92,-2,-1.59,-1.66
201410,5.65,7.75,4.92,1.29,2.57,2.07
201411,-0.64,-0.24,0.5,2.44,2.18,3.35
201412,1.58,3.1,2.61,-1.91,0.38,-0.78
201501,-7.55,-4.44,-1.76,-3.34,-4.56,-1.42
201502,9.19,6.31,5.58,7.8,6.18,5.68
201503,-0.95,1.7,2.56,-3.02,-1.64,-0.59
201504,2.83,-2.09,-4.23,6.23,2.13,-1.46
201505,-1.1,0.95,4.54,-2.97,1.13,3.32
201506,-0.91,1.29,2.35,-3.9,-1.89,-0.97
201507,-8.98,-1.32,0.53,-7.55,2.44,3.54
201508,-4.69,-4.49,-6.66,-4.26,-6.36,-6.46
201509,-12.13,-4.28,-4.6,-5.87,-2.28,-2.77
201510,8.77,5.95,4.35,10.31,7.86,6.85
201511,2.86,3.44,5.03,-1.59,0.51,0.77
201512,-6.8,-4.61,-5.06,-5.64,-2.31,-0.55
201601,-12.41,-9.47,-10.04,-5.94,-5.49,-5.45
201602,3.04,1.45,-1.76,1.37,1.29,-2.01
201603,13.2,8.67,6.09,9.11,7.09,5.88
201604,6.85,1.98,1.81,6.7,1.41,-0.69
201605,-0.26,1.63,1.77,0.42,1.68,2.23
201606,-1.97,-1,0.68,-3.29,-1.53,2.48
201607,7.39,5.99,5.23,6.97,4.23,3.03
201608,3.54,2.37,0.7,2.31,0.96,-1.1
201609,2.83,1.32,1.84,0.52,-0.18,0.4
201610,-7.34,-3.72,-5.08,-1.69,-1.41,-2.67
201611,11.39,12.97,10.63,9.15,3.96,1.49
201612,1.78,3.98,1.18,1.33,2.24,1.17
201701,1.91,-0.39,0.66,2.52,1.96,1.95
201702,2.81,1.49,1.06,4.31,3.68,2.75
201703,1.44,0.96,-0.25,-0.18,0.55,-0.43
201704,0.42,1.91,1.2,0.58,1.45,0.85
201705,-2.75,-2.42,-2.62,0.06,1.06,2.78
201706,3.74,3.58,4.34,1.34,0.68,0.29
201707,0.19,0.48,1.24,1.39,0.9,3.58
201708,-3.82,-1.14,-0.4,-2.39,0.52,1.33
201709,7.46,7.69,7.03,3.55,2.3,1.58
201710,-2.34,0.59,1.37,-0.54,1.48,4.3
201711,3.31,3.12,2.79,4.28,2.81,3.3
201712,1.12,-1.06,0.93,3.28,1.63,0.3
201801,1.81,1.99,4.03,2.7,4.25,8.5
201802,-5.41,-3.37,-3.07,-7.3,-4.7,-1.65
201803,0.51,1.52,0.31,-0.49,-2.24,-2.9
