Month,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
199602,3.3311,3.0859,4.3999,1.9441,2.0115,1.2301
199603,1.6902,2.8736,3.7479,0.3116,1.9294,0.5134
199604,7.6395,5.0259,6.7242,1.1517,1.3594,2.1798
199605,6.5092,4.7174,4.3101,0.5988,1.6246,3.3162
199606,-6.0503,-3.0131,-2.0714,-2.1475,-0.5907,0.6963
199607,-11.1115,-7.3088,-8.1942,-7.5507,-5.4293,-4.0293
199608,5.5949,5.687,6.1264,3.6675,3.5005,2.1546
199609,3.4838,4.0366,3.7389,4.0697,4.6143,6.4421
199610,-3.5095,-0.4235,-0.9975,1.629,2.2322,1.9267
199611,1.8665,4.6863,3.0564,6.4487,5.2239,8.6779
199612,0.6146,2.333,2.2278,-1.1172,-1.2122,-1.9561
199701,4.484,2.4591,3.7098,4.2775,3.7924,7.1481
199702,-2.9614,-1.488,-2.8303,-0.3231,0.24,0.6042
199703,-6.6237,-3.66,-4.2424,-4.665,-2.5897,-5.3503
199704,-2.4331,0.349,-0.7123,3.2018,2.8015,7.2871
199705,11.9432,10.5494,11.9383,8.4066,6.6691,6.0847
199706,5.0537,5.1404,5.988,4.3763,3.4201,4.6066
199707,5.0481,5.5602,5.3828,8.5003,8.7799,7.4064
199708,3.5706,3.1727,3.8765,-3.4449,-3.5306,-5.5954
199709,8.8524,8.0486,7.3259,6.5287,5.3999,5.2271
199710,-5.2066,-2.7756,-4.2099,-4.4865,-3.0734,-3.0489
199711,-2.7717,-0.0802,-1.1693,1.0234,2.6702,5.8494
199712,-1.9549,1.9933,1.0509,1.8976,2.937,1.5034
199801,-0.9799,-1.1187,-0.2587,1.6313,-1.5649,2.0245
199802,7.5851,7.2005,8.0417,9.2065,7.7165,6.757
199803,4.6404,4.6881,4.2171,6.3989,3.8718,5.5613
199804,1.5779,1.7478,0.068,3.2554,1.8822,0.3652
199805,-5.5833,-4.6316,-5.5168,-3.5693,-1.92,-1.8364
199806,0.0927,-0.2032,0.0672,5.1623,2.3108,4.7882
199807,-7.881,-7.0013,-6.7985,-3.8044,-1.9048,-0.8087
199808,-22.9607,-18.0445,-20.0054,-17.8382,-15.0307,-14.3698
199809,7.1634,4.972,4.8677,8.4107,5.4433,6.7243
199810,3.8679,3.9936,4.5134,7.026,8.0647,7.7908
199811,8.6038,5.5327,6.4682,6.6734,5.8132,6.7835
199812,4.78,3.5468,5.6305,9.4681,5.1022,6.734
199901,5.9519,-0.483,0.8802,4.5034,2.052,4.2346
199902,-8.8551,-7.143,-8.398,-1.2596,-2.9349,-4.0425
199903,1.3285,-1.2653,-0.0179,9.8175,3.9704,2.6009
199904,10.8717,8.6732,8.732,6.0196,5.2078,2.9105
199905,0.7992,1.9514,2.7018,-2.401,-1.1056,-2.3204
199906,7.0598,5.7708,5.961,2.0973,4.5694,6.0178
199907,-1.0929,-0.9825,-0.0958,-3.1733,-3.016,-3.3186
199908,-2.1409,-3.7305,-4.1028,-1.1054,-2.4266,0.2579
199909,-0.2308,-0.6236,-0.8063,-1.9674,-2.4509,-3.0169
199910,1.1318,-1.2909,-1.5538,8.0196,6.5798,6.7183
199911,11.3254,5.4263,4.9013,4.6933,2.1821,2.4593
199912,17.8163,7.1636,8.8204,11.7447,7.2792,5.1977
200001,4.2989,-2.1971,-5.9876,-4.2628,-3.8185,-5.275
200002,31.7233,10.5608,2.4985,6.9665,0.3319,-1.9363
200003,-13.717,-1.1962,3.2993,3.0429,9.0441,10.7968
200004,-14.9417,-3.7738,-2.9671,-6.7149,-1.1251,-4.1647
200005,-8.6841,-3.8963,-3.7091,-6.1815,-2.1891,-2.0751
200006,19.175,7.3192,5.625,6.4018,-0.7526,4.5293
200007,-6.277,0.4,2.885,-5.4107,0.1874,-2.0431
200008,7.6265,6.3645,6.2719,11.2779,7.474,6.339
200009,-5.8483,-0.8235,-2.381,-7.3862,-3.5952,-4.4137
200010,-8.7453,-0.8422,-1.0513,-9.5882,-2.5887,2.3252
200011,-15.7513,-3.8554,-3.5813,-20.9916,-7.7341,-6.1453
200012,3.3664,8.1278,9.3602,2.8322,1.8033,0.7556
200101,12.3507,4.6558,7.2701,7.0207,2.4082,2.2694
200102,-10.4053,-0.9019,-1.2412,-15.2205,-11.8381,-5.4087
200103,-5.703,-1.6108,-2.6463,-10.339,-5.5526,-6.459
200104,8.1686,5.402,7.003,11.4167,8.7701,6.623
200105,6.0141,3.9135,4.2843,-0.9259,0.9099,1.3609
200106,3.5142,5.1609,5.7365,-2.6895,-2.1047,-1.6326
200107,-9.2947,-1.3555,-1.3038,-6.3302,-2.5124,0.5905
200108,-6.5828,-0.73,-2.8719,-9.2409,-6.6743,-5.2229
200109,-17.1004,-11.589,-14.7459,-14.0662,-10.6975,-5.5593
200110,9.5876,3.8072,6.856,4.6617,2.8548,1.5224
200111,10.2562,6.6415,6.6873,10.6535,9.0323,6.3891
200112,7.1497,6.2119,6.9951,0.2338,1.697,1.2231
200201,-2.8837,1.0368,1.553,-4.3185,-1.2097,-0.1975
200202,-8.193,0.7972,0.1764,-7.7182,-1.9505,-0.538
200203,9.369,7.7912,9.0082,5.8584,5.0643,3.0233
200204,-3.1815,4.516,3.6532,-7.9082,-3.9347,-6.1799
200205,-5.8385,-3.0792,-3.0748,-2.3114,-1.308,-0.5346
200206,-6.1949,-2.1695,-3.2429,-12.1573,-5.3941,-7.2197
200207,-16.481,-13.7041,-12.7842,-9.6579,-9.5008,-5.4162
200208,-2.0597,1.2819,1.5473,1.1132,0.8956,0.4609
200209,-10.6602,-5.582,-5.0584,-10.9234,-11.1557,-10.0994
200210,6.8404,2.441,1.8946,8.8813,9.7717,7.5191
200211,15.6092,6.2584,4.5586,11.2197,6.9026,3.2899
200212,-9.5496,-3.0817,-2.5931,-9.0334,-7.4661,-3.6471
200301,-1.9114,-2.6665,-1.5419,-1.013,-3.9922,-2.572
200302,-3.5573,-3.0019,-2.4945,-3.0097,-1.0426,-1.9495
200303,0.7642,0.5561,2.7239,-0.1377,0.5179,1.9247
200304,12.389,8.5509,7.6659,11.2584,9.2832,6.6181
200305,16.5152,7.8463,7.4787,9.3715,6.3993,4.2331
200306,2.6493,2.5726,3.3011,0.9292,1.4102,1.2881
200307,8.4915,5.9264,5.0933,4.6367,3.2968,-0.0731
200308,6.9119,4.1156,3.206,2.3628,3.1373,1.291
200309,-0.5967,-1.8256,-0.8753,-3.1633,-0.6816,-0.6193
200310,9.73,7.9926,8.9359,6.921,7.1226,4.523
200311,3.7223,3.6958,3.9652,1.7616,0.9102,1.1242
200312,1.6622,2.7414,2.7385,5.3319,4.8426,4.2041
200401,7.7613,1.9655,2.4981,3.5653,1.0988,1.6228
200402,-0.9332,1.8381,2.4316,0.3717,1.7764,2.0333
200403,-0.4691,1.2288,2.4188,-1.6817,-1.2477,-1.469
200404,-6.062,-2.6289,-2.6331,-3.1845,-2.1631,-0.2371
200405,1.2215,0.9911,0.5495,2.1903,1.659,0.5603
200406,3.1246,4.983,5.5066,1.6911,1.9368,1.3731
200407,-10.322,-4.4801,-3.6656,-6.634,-3.099,-2.7388
200408,-1.6139,-0.2572,-1.3035,-1.4391,0.302,0.8446
200409,4.9777,4.4062,5.4684,3.6751,1.0421,0.6714
200410,1.6494,2.0666,2.4207,2.3115,1.3904,1.3848
200411,8.7273,8.5541,8.9453,6.1019,4.276,3.6999
200412,4.5821,2.9668,2.6639,4.3624,3.0558,3.6069
200501,-5.2512,-3.1511,-2.3953,-5.2122,-1.929,-1.8213
200502,1.4709,1.685,2.5395,1.3692,1.5936,2.9688
200503,-4.2105,-1.5831,-2.5228,-1.0006,-1.6578,-1.7008
200504,-7.2238,-4.8256,-6.0473,-2.6718,-1.3246,-2.2119
200505,6.2572,6.8284,6.2776,5.8233,3.2261,3.0577
200506,3.3913,3.8228,4.652,-0.3943,0.3733,0.6195
200507,7.7773,6.0287,5.6879,4.4595,3.7431,3.6858
200508,-0.4081,-2.0114,-2.9516,0.8412,-1.2954,-1.2529
200509,0.9035,-0.1953,1.2072,0.1559,0.9617,0.9733
200510,-3.5395,-2.2144,-3.3209,-0.8075,-1.1985,-2.1966
200511,4.5682,4.6045,5.045,4.7298,4.4176,2.9008
200512,0.1113,-1.0722,0.5737,-0.337,0.5391,-0.2165
200601,9.8726,7.7071,8.7759,3.737,2.099,2.8954
200602,0.0552,-0.2711,-1.303,-0.613,0.9057,-0.2764
200603,4.847,4.8999,4.6148,1.4022,1.8473,1.1583
200604,-0.232,0.6181,1.6737,0.3667,1.6547,1.0764
200605,-7.2142,-4.4034,-4.8167,-1.7912,-3.4146,-2.4066
200606,-0.7966,0.3044,0.844,-0.2561,-0.5005,0.9155
200607,-4.5007,-3.0371,-3.382,-1.8157,0.3566,0.5498
200608,3.9559,2.3764,1.3,3.1131,2.3579,2.2443
200609,-0.0373,1.5082,1.8132,2.1217,3.0314,2.0924
200610,5.5177,5.1072,5.4423,4.1297,2.696,3.6275
200611,2.7191,2.6385,3.295,2.378,1.6309,2.194
200612,0.5416,0.89,0.2414,1.722,1.955,0.572
200701,1.5928,1.2485,2.7619,2.5802,1.5716,1.6585
200702,-0.2926,-0.2094,-0.3498,-1.0523,-1.8708,-1.9559
200703,0.9855,1.3946,1.4413,1.314,0.9441,1.2311
200704,2.2929,1.387,2.805,3.6109,3.7208,4.9896
200705,2.7455,4.688,4.8261,3.4893,3.1557,3.8924
200706,-0.7033,-1.5818,-0.2966,-1.5384,-2.4166,-1.126
200707,-5.5914,-6.1477,-6.9218,-4.1881,-3.662,-1.9672
200708,1.1497,2.5334,-0.8527,1.2409,1.8242,1.1476
200709,2.0594,1.0417,0.807,3.8922,3.2001,4.1202
200710,2.9389,1.6072,1.2164,1.4187,1.6874,2.7398
200711,-8.7682,-5.5244,-7.0302,-5.0258,-4.7364,-3.5179
200712,-0.0935,-0.7878,-0.5032,-1.4222,-1.7812,0.7223
200801,-8.6133,-4.9951,-5.1171,-6.0601,-6.074,-5.77
200802,-4.2903,-3.1412,-2.8712,-1.8637,-5.0931,-1.6142
200803,-1.4703,1.0061,-0.1442,-0.5696,-1.1828,-0.348
200804,2.6562,3.8174,5.2689,4.2331,4.7952,4.9046
200805,4.6208,4.305,6.9656,2.9208,0.4118,2.2976
200806,-9.0347,-7.7452,-5.0771,-10.7521,-10.6576,-5.926
200807,3.3456,4.0228,1.5918,-1.8036,0.4445,-1.9576
200808,3.8937,4.8591,5.1299,-0.4688,1.3465,1.7753
200809,-9.5717,-6.2515,-9.7011,-13.6378,-8.7632,-7.8813
200810,-21.6455,-18.8811,-21.358,-21.1633,-17.1948,-14.6084
200811,-12.7952,-11.6463,-12.2822,-13.8719,-7.847,-4.737
200812,4.9874,4.3592,5.0298,1.6555,0.9676,1.8695
200901,-9.8118,-12.7917,-9.8783,-6.8761,-10.371,-6.0568
200902,-12.1048,-12.2443,-10.2859,-11.1005,-10.4011,-9.0485
200903,11.2357,8.9496,9.9292,11.3518,9.3161,7.7814
200904,15.2441,17.0052,20.0725,11.4906,11.1591,7.1671
200905,4.6274,1.3677,3.2512,6.4335,4.7714,5.4413
200906,4.5677,1.3786,0.7958,-0.8163,-0.3904,1.1092
200907,9.8316,9.8899,10.5533,7.5511,9.326,5.8941
200908,4.0639,3.383,4.0451,8.014,2.6162,1.9394
200909,6.2495,5.2113,9.386,3.3101,4.689,3.5241
200910,-9.4807,-5.2675,-6.0037,-4.8772,-2.6929,0.0735
200911,2.7893,2.5659,2.0299,4.0158,5.9871,6.2212
200912,8.209,7.8956,9.4597,1.4159,3.3938,1.6331
201001,-3.1728,-3.115,-3.3614,-1.5599,-3.7403,-4.0178
201002,5.0857,4.4203,5.2068,4.1472,3.0363,3.1028
201003,8.3064,7.423,8.548,6.7494,6.5904,5.2629
201004,6.7248,5.774,7.3021,0.4255,1.7878,1.6711
201005,-8.604,-7.5341,-6.3825,-8.0294,-7.4047,-8.0892
201006,-8.0625,-7.6702,-8.7609,-5.1957,-5.6787,-4.8647
201007,6.7421,7.2921,6.2185,6.05,7.3055,6.83
201008,-8.0093,-7.3092,-8.2726,-5.0672,-4.8511,-3.8425
201009,13.0969,12.0472,12.509,9.0665,8.9859,9.4752
201010,3.669,4.4462,4.6404,2.5734,3.338,4.4317
201011,3.5339,4.1694,3.954,0.7638,-0.7967,0.9496
201012,10,7.3944,6.6093,8.7892,7.5435,5.1219
201101,-0.0403,0.414,-0.5686,2.78,2.9052,1.7162
201102,6.0015,5.4075,3.6811,4.1992,3.9315,2.7114
201103,2.2609,2.7685,3.2515,-1.4235,0.661,0.5464
201104,2.122,2.0976,2.6163,1.9855,2.8361,3.4908
201105,-2.938,-2.0591,-1.3122,-3.0192,-1.1063,-0.6798
201106,-3.2596,-0.984,-0.8199,-3.028,-2.0579,-0.873
201107,-4.7099,-3.4951,-3.1948,-4.7313,-2.6209,-1.0424
201108,-10.8552,-7.6577,-8.9325,-9.1096,-5.6018,-4.7764
201109,-11.8772,-10.4933,-11.6221,-10.3211,-7.1158,-6.5802
201110,15.1053,14.6009,15.2344,14.7497,10.5665,10.7066
201111,-1.7389,0.2498,-0.6541,-2.1386,-0.1366,0.1683
201112,0.4531,0.5112,0.0957,-1.5085,1.7074,0.6312
201201,8.1011,6.5245,6.0349,6.7003,3.966,5.1181
201202,3.0948,2.3087,3.441,5.137,4.4357,4.455
201203,3.27,2.5074,2.1191,2.8841,3.2614,3.0761
201204,-1.7773,-1.6553,-0.8019,-1.8841,-0.839,-0.4683
201205,-6.9985,-6.4363,-5.2892,-8.6544,-5.7477,-5.8317
201206,6.3084,4.0966,4.0214,4.1243,3.8459,3.6793
201207,-2.7669,-0.5379,-2.3034,-0.1774,1.5456,0.8985
201208,3.2691,3.7622,2.7861,4.3907,2.3305,2.1908
201209,3.5094,3.8752,3.4641,3.9115,3.2623,1.7912
201210,-2.5632,-1.1833,-2.355,0.8584,-1.7886,-2.2912
201211,0.3629,1.1617,1.6187,0.9273,1.045,0.3749
201212,3.7931,2.7955,3.8334,3.1643,1.6826,-0.2496
201301,6.6017,6.0264,6.6788,7.996,6.2376,4.063
201302,1.581,0.6676,0.6504,1.5161,1.4391,1.2601
201303,4.6686,4.0419,6.1405,4.6292,3.8527,3.758
201304,-0.5549,-0.7973,-0.6436,1.664,1.2322,2.1202
201305,5.5343,4.9733,4.9531,4.8556,2.5361,2.0624
201306,0.1805,-0.167,-0.5927,-2.2566,-0.2402,-2.1557
201307,7.4716,7.5319,7.0532,7.5229,5.5201,4.8463
201308,-2.7006,-3.5489,-1.8719,-2.8461,-3.1677,-2.1802
201309,6.1592,5.9075,6.2686,4.3808,3.5377,3.0961
201310,0.3623,4.5101,4.138,2.7087,4.4759,4.769
201311,4.2992,4.6071,4.2702,2.8239,2.6137,3.4512
201312,2.7828,1.364,2.5809,3.3179,2.659,2.5416
201401,-0.2602,-4.1052,-5.1837,-2.1934,-2.5877,-4.6891
201402,5.4319,4.0448,4.1942,4.2356,4.6708,4.658
201403,-2.31,1.3062,1.168,0.2005,0.8818,0.7121
201404,-5.9004,-3.1701,-1.6948,-1.2403,-0.526,1.7739
201405,-0.0311,0.512,-0.1164,1.5789,2.111,2.3277
201406,6.3317,5.0014,4.7197,3.9894,2.1618,1.7956
201407,-6.1545,-5.8348,-6.1066,-2.6752,-2.1655,-0.7098
201408,5.1668,3.4355,5.4068,5.6188,3.584,4.3755
201409,-6.167,-5.4265,-4.1778,-1.7928,-1.3497,-1.8592
201410,5.9947,7.0367,4.1663,1.7348,2.13,2.2623
201411,0.3322,-0.6169,1.5664,2.1854,1.7699,3.8588
201412,3.6424,2.1301,1.8299,-0.3211,0.6633,-1.2639
201501,-3.8381,-5.3144,-3.3769,-4.7538,-3.3501,-2.1272
201502,6.8639,6.4754,6.4,7.7985,5.6697,6.0707
201503,1.1081,2.3008,1.904,-1.3791,-0.9069,-1.952
201504,-2.1756,-1.9389,-1.9983,1.213,0.4824,1.0941
201505,3.5902,1.0979,1.298,2.2557,1.2793,0.893
201506,0.1143,2.1431,1.4873,-1.3919,-1.648,-2.021
201507,-2.7997,-2.3059,-2.5839,2.087,2.3867,1.2677
201508,-6.566,-4.7454,-5.9563,-6.4506,-6.1841,-5.8073
201509,-6.9274,-3.8486,-6.0665,-4.2351,-2.6612,-2.3265
201510,5.4194,5.6076,6.3934,7.0467,8.2752,7.8688
201511,5.8841,3.4203,1.3525,0.9075,0.6369,-0.0671
201512,-4.3916,-5.9161,-5.2609,-3.2799,-1.1263,-2.4946
201601,-11.691,-6.6719,-9.8086,-7.6116,-5.5768,-4.9257
201602,-1.6327,1.686,1.8681,-1.9323,-0.5625,1.0038
201603,7.4616,8.1337,9.2743,6.9478,6.4775,7.2995
201604,2.663,2.5022,1.2749,3.2802,1.9885,-1.3006
201605,1.9338,1.1047,0.1103,2.2882,1.8367,1.6519
201606,-0.1858,0.2485,-0.4323,-2.2368,0.0306,0.2577
201607,6.5182,5.6814,6.6587,1.6238,3.8883,4.6626
201608,2.9957,2.2608,2.2518,2.0032,0.2623,-0.2015
201609,4.0479,0.5863,-0.0009,0.362,-0.3834,0.5753
201610,-7.8769,-3.3409,-4.7902,-1.9562,-0.6274,-2.5575
201611,10.2109,13.5046,12.6172,7.0598,4.1702,3.6487
201612,0.5581,4.0587,2.743,1.6785,2.2819,1.4443
201701,1.6085,-0.5823,-0.2731,0.3274,2.2827,2.4758
201702,2.1811,1.1998,0.9915,1.7348,4.1769,4.1715
201703,1.0773,-0.0817,1.2508,-0.7492,-0.2066,0.7407
201704,0.5215,1.3943,2.9264,-0.2349,1.2977,1.6205
201705,-1.963,-2.3272,-1.9532,-0.3248,1.0455,2.3024
201706,4.5973,3.1656,2.1648,1.5337,1.4038,-0.3023
201707,0.5527,0.8503,0.1184,2.6629,2.0489,1.946
201708,-0.9739,-2.4214,-2.2712,-1.2192,0.4564,0.9488
201709,7.3889,7.8924,7.2656,4.3746,2.4116,1.494
201710,-0.2579,0.7057,1.23,1.877,2.5255,2.7435
201711,0.8011,3.5781,4.9974,2.5641,2.3086,4.476
201712,0.4011,-1.2049,2.2308,1.8272,0.6013,1.5481
201801,3.2962,2.0303,2.246,5.2862,5.5521,6.5684
201802,-2.5793,-4.641,-3.4648,-5.3755,-3.3099,-3.0589
201803,1.0638,1.5328,0.7459,-1.8354,-2.6059,-2.5379
