Month,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199607,-8.5046,-5.8138,-11.7124,-4.0676,-4.5036,-6.0733
199608,4.4751,4.8198,6.5761,1.3959,2.5956,4.1492
199609,3.2862,3.1566,4.1953,3.9449,4.8985,7.3964
199610,-0.7458,-0.0055,-3.8598,3.0288,2.8867,0.2139
199611,2.8788,4.0031,3.0043,6.6672,7.058,8.017
199612,2.0531,2.1097,1.2517,-0.2396,-1.6269,-2.4503
199701,4.3485,2.8745,3.6093,5.1756,5.5142,6.4479
199702,-0.1693,-0.484,-4.6707,1.0089,1.3939,-1.2937
199703,-4.3734,-2.9691,-6.6621,-3.8859,-4.3861,-4.949
199704,-1.7781,0.3929,-1.8747,3.6216,6.3143,5.5327
199705,10.1625,9.2732,13.8237,5.7373,5.8941,7.8807
199706,4.8692,5.8996,4.7605,4.2864,4.71,3.3188
199707,4.8186,5.5035,5.3623,6.4277,6.8995,10.8419
199708,3.5905,3.049,3.6304,-4.2815,-5.0703,-4.1828
199709,7.6981,7.4947,9.3285,5.4614,5.3566,5.6448
199710,-2.9111,-2.4783,-5.6001,-3.3094,-2.4808,-4.4022
199711,-1.002,0.3148,-3.3192,4.8002,4.1663,3.7365
199712,-0.7029,1.8046,-0.7418,3.6066,2.6346,-0.2236
199801,0.3093,-1.2241,-1.0866,-0.2652,0.195,2.8373
199802,6.3545,7.4179,8.2689,5.4569,7.7344,8.4286
199803,5.3418,3.7305,5.2393,3.825,6.0361,4.8983
199804,2.2987,1.7165,0.7407,0.1143,1.1863,2.1219
199805,-4.1376,-3.6987,-6.6845,-1.0914,-1.4519,-3.7002
199806,-0.3312,-0.1165,1.221,2.0948,3.388,6.4531
199807,-6.9484,-6.3371,-8.2221,-1.6284,-1.6236,-1.2411
199808,-18.8382,-16.7801,-24.3744,-11.431,-15.2966,-17.5852
199809,4.1242,4.902,7.8485,7.1421,4.5519,9.1987
199810,3.6168,3.6672,4.0983,7.198,9.1191,6.1798
199811,7.8139,5.4905,8.225,6.4757,5.2173,8.36
199812,4.1708,3.6639,6.1648,4.0596,6.6529,8.7653
199901,2.8018,-0.444,5.3682,-0.9314,1.9468,10.2671
199902,-6.9536,-6.4106,-10.0165,-2.2394,-1.2403,-7.3532
199903,-0.1069,-1.0328,2.4928,4.4791,2.972,4.651
199904,8.9808,7.8755,10.9987,6.2562,3.6788,2.3891
199905,3.2462,3.6458,-0.7582,-0.8151,-1.5204,-3.4925
199906,6.6508,6.8297,7.1073,2.2636,4.5047,8.5858
199907,0.9691,-0.7924,-2.5723,-2.5563,-1.9831,-5.3583
199908,-2.2548,-2.4743,-4.9568,-2.6235,0.1136,-0.7771
199909,-0.2602,-0.6979,0.0543,-3.6818,-2.7518,-1.9636
199910,1.8792,-1.3769,-0.2765,4.7224,6.0277,9.3352
199911,10.8344,4.8869,10.4515,0.6623,2.6863,4.0313
199912,14.5045,8.0816,14.7835,1.1617,6.085,11.0855
200001,4.6594,-1.6849,-1.3692,-2.007,-4.7891,-5.5914
200002,28.5521,15.2054,18.393,-4.6296,-1.3045,5.1264
200003,-12.0327,-5.7603,-6.1488,10.782,8.603,8.2767
200004,-10.6772,-3.4669,-14.4335,-1.9892,-0.4057,-8.7916
200005,-8.9797,-3.5366,-7.2925,-2.0448,-0.8754,-5.6298
200006,16.1612,9.0725,13.9875,-0.4092,1.6671,7.4927
200007,-2.8531,-0.1701,-4.7016,0.8784,-1.0323,-3.2836
200008,9.5703,5.2408,5.5993,7.113,5.1677,9.8307
200009,-1.9132,-1.9662,-5.9704,-0.222,-0.5757,-8.9618
200010,-5.6883,-1.3488,-8.066,2.1854,0.3305,-4.7791
200011,-11.222,-4.0413,-13.8916,-1.9829,-3.981,-16.3227
200012,6.4408,7.4441,4.6585,6.8582,4.2741,-2.786
200101,7.5563,6.1199,11.7362,-1.937,1.0589,6.9787
200102,-5.3171,-1.888,-8.6741,-1.4658,-4.0466,-17.2363
200103,-3.997,-0.8675,-6.4827,-4.3248,-5.0654,-9.7314
200104,6.9866,5.8907,8.5123,5.1366,6.1492,11.4952
200105,5.9881,4.2895,5.1704,2.7644,1.7539,-0.7968
200106,3.8188,5.0232,5.3008,-2.7687,-2.775,-0.6344
200107,-3.8917,-0.9724,-8.4389,-1.602,0.2891,-3.0854
200108,-1.3283,-0.9636,-7.2051,-2.4917,-3.4674,-9.6707
200109,-14.6065,-10.6932,-17.9846,-7.7096,-6.038,-10.8722
200110,5.5209,3.4044,10.7459,0.2268,1.1135,4.1749
200111,7.6694,6.3509,10.1707,8.4208,6.2087,9.1928
200112,5.6956,6.3397,7.78,2.1032,1.8832,0.5679
200201,0.9198,1.7504,-3.3004,0.1446,-1.2563,-1.3191
200202,-0.8601,-0.6418,-6.7563,-0.4794,0.5987,-4.8355
200203,9.1943,8.4367,8.6915,5.5248,2.831,4.8276
200204,2.1593,4.493,-2.2346,-2.1175,-3.7048,-8.5168
200205,-3.4578,-2.6065,-6.0151,0.3154,-0.4489,-1.9637
200206,-3.9468,-1.6744,-6.6279,-5.326,-7.3829,-7.7512
200207,-16.2757,-12.0795,-15.7572,-8.0013,-7.2183,-7.0835
200208,-1.1814,0.3239,0.1664,-1.1882,1.8258,0.6932
200209,-9.6204,-6.3351,-7.388,-12.4343,-9.8749,-10.1082
200210,4.9742,2.8582,4.4575,9.7994,7.4718,8.4796
200211,13.9862,6.9432,10.2639,10.1111,5.5076,3.5923
200212,-7.5663,-4.1444,-6.3053,-7.6,-4.5908,-5.6757
200301,-1.907,-1.835,-2.4188,-2.0717,-2.7765,-3.1813
200302,-3.4271,-3.2211,-2.9121,-1.9014,-2.2518,-1.3234
200303,1.499,1.6651,0.3863,-0.2738,0.6845,2.2183
200304,11.535,9.6551,9.6602,8.9434,7.2952,8.5418
200305,14.5909,9.1567,12.1053,8.5401,5.4982,4.5899
200306,3.0546,2.7923,2.8366,0.6053,1.5228,1.4746
200307,9.5891,5.883,6.0007,2.1231,1.9853,1.8371
200308,6.3092,4.2752,5.2292,4.3865,2.4434,1.0063
200309,0.1865,-1.181,-2.2652,-2.3406,-1.3014,-0.5016
200310,9.9724,8.2439,8.7931,7.6209,5.7466,5.4525
200311,4.6186,3.782,2.9029,2.5564,1.2685,0.7318
200312,2.247,2.5708,1.6467,5.8453,4.3165,4.5316
200401,8.9118,3.2176,2.8558,3.0214,1.1525,2.4424
200402,-0.8244,1.2176,1.3351,1.211,1.707,1.7206
200403,-0.3179,0.4639,1.3414,-1.91,-1.188,-1.5645
200404,-6.8265,-3.2682,-2.8746,-2.5073,-1.7892,-0.8134
200405,0.6981,1.4786,0.9842,1.9829,0.7783,1.7807
200406,3.6298,4.5478,4.4435,1.7914,1.536,1.8139
200407,-9.0603,-4.9152,-7.1843,-4.8612,-3.2341,-3.5145
200408,-1.8523,-0.8924,-0.6506,-1.0164,0.2844,0.8131
200409,3.7198,4.5994,6.0655,0.1415,1.5024,1.6209
200410,1.2396,2.4255,1.9938,2.4785,1.6589,0.8998
200411,9.0464,8.1749,8.6925,3.8584,4.2633,4.6079
200412,4.8695,2.6189,3.577,3.2654,3.7555,3.5077
200501,-4.9434,-3.4628,-3.4965,-3.9499,-1.7528,-2.6283
200502,2.0223,1.7362,1.5953,1.7061,2.2564,2.2762
200503,-3.2053,-2.0271,-3.6219,-0.6316,-1.2675,-2.3926
200504,-7.2479,-5.2352,-5.8801,-1.9572,-2.3021,-1.5775
200505,6.9204,6.3024,6.2753,3.9688,3.0525,4.0594
200506,3.6713,3.1458,4.4379,0.2276,0.2882,0.5265
200507,6.2683,6.2911,7.277,2.9433,4.2673,3.8955
200508,-0.933,-1.3754,-1.837,-0.8516,-0.9202,-0.8395
200509,0.7879,0.0933,0.8958,0.5456,0.3801,1.5785
200510,-3.6493,-2.2815,-3.3907,-2.7562,-1.9823,-0.4985
200511,4.4791,4.1025,5.2724,3.6265,2.8201,5.1784
200512,0.2708,-0.241,-0.4425,-0.09,-0.0106,0.1957
200601,8.5375,7.7997,9.8792,2.8367,2.8676,2.5514
200602,1.2883,-0.6017,-1.1136,0.9767,0.4368,-0.6828
200603,4.6412,4.8774,5.1465,1.3181,1.1747,1.8632
200604,0.1416,0.5684,0.5684,1.1835,1.1544,1.1579
200605,-6.1734,-4.5006,-6.445,-2.135,-1.378,-4.4828
200606,-0.5016,0.0326,-0.1319,0.3753,-0.024,0.2415
200607,-3.5403,-2.5128,-5.0464,-0.4644,0.9504,-0.8152
200608,3.3179,2.8849,2.3937,4.1894,2.2983,0.8102
200609,1.1131,1.2855,0.4275,3.1718,1.75,2.7715
200610,6.0937,4.6145,5.8756,3.4157,3.5128,3.1538
200611,3.068,2.4077,3.148,1.3257,1.8823,2.9955
200612,1.0769,1.3694,-0.1029,2.3922,1.7595,-0.5285
200701,3.005,1.2802,1.6457,1.3846,1.7845,2.2782
200702,-0.103,-0.4994,-0.1671,-2.6335,-1.6037,-1.0745
200703,1.5969,1.2257,1.0468,0.4503,0.8836,2.2164
200704,2.5494,1.4985,2.6061,5.3149,4.2356,3.2327
200705,3.3148,3.8188,4.4825,2.9862,3.3574,4.4201
200706,-1.0358,-0.3916,-1.4475,-1.4055,-2.2476,-1.1284
200707,-7.0002,-6.5104,-5.3421,-3.5049,-2.6006,-3.081
200708,0.0179,1.8246,1.1553,1.6864,1.1061,1.6547
200709,-0.2479,-0.0061,3.3804,1.9029,4.1811,4.6222
200710,1.932,1.4432,2.9047,2.7242,1.889,1.9472
200711,-8.2153,-6.9627,-7.3661,-4.6266,-3.3614,-4.8127
200712,-0.8149,-1.0935,-0.0302,-1.2167,-0.9113,0.1703
200801,-5.1628,-4.9964,-8.7778,-5.9053,-5.1276,-6.7001
200802,-4.8423,-3.4239,-3.1619,-4.0272,-1.8232,-3.5602
200803,0.27,0.6586,-1.286,-1.4069,-0.1649,-0.7849
200804,3.3273,3.0744,4.3711,2.6505,4.2802,6.72
200805,4.4153,4.7209,5.6076,2.955,0.9566,1.6818
200806,-7.8408,-9.6684,-6.6312,-8.3119,-8.2397,-8.6811
200807,4.4154,4.64,1.4091,-1.12,-1.5567,-0.2472
200808,3.6966,4.761,4.776,2.9046,1.4072,0.2032
200809,-8.0191,-6.1775,-10.9681,-8.8916,-8.8245,-9.541
200810,-21.1653,-18.7151,-22.4987,-15.4381,-16.037,-17.85
200811,-12.821,-11.0373,-13.1776,-5.5594,-5.2632,-10.6399
200812,3.4148,4.1887,6.4892,1.5376,1.6151,1.2306
200901,-11.0062,-11.6176,-10.1811,-8.7835,-7.8913,-7.1631
200902,-12.3728,-11.2692,-11.6254,-9.2745,-11.4968,-7.7452
200903,10.0537,9.8944,10.5597,7.3484,7.5831,11.3382
200904,19.5163,15.3424,16.7995,9.0619,7.7632,11.4476
200905,2.6412,1.8081,4.9556,5.0823,4.0256,7.0323
200906,1.8018,2.275,3.4562,1.4725,-0.3331,0.1288
200907,13.2526,10.111,8.07,8.3528,7.3913,7.1136
200908,7.6918,3.3512,2.3768,4.14,2.9574,3.0733
200909,8.5614,4.9174,6.2356,3.2967,3.4597,4.8669
200910,-9.6909,-6.3141,-6.6254,-1.908,-2.1869,-1.6311
200911,3.0189,2.5752,2.5898,5.1734,6.5338,5.2889
200912,10.0833,8.2059,7.461,1.0957,1.7721,3.8714
201001,-2.7349,-3.2821,-3.3728,-4.6362,-1.758,-4.8877
201002,6.5175,4.6111,3.9941,3.6964,2.9188,3.4099
201003,9.72,8.0449,6.9171,6.9518,5.3827,6.3445
201004,8.0368,6.5122,5.1044,2.2728,0.9714,1.7965
201005,-9.7791,-6.7206,-7.6534,-7.208,-7.2756,-8.8898
201006,-9.6694,-8.4776,-6.7468,-6.8617,-3.3947,-6.7039
201007,8.0432,8.107,5.0022,7.1992,7.6248,6.2639
201008,-8.9676,-6.8172,-7.8479,-5.7088,-5.1239,-3.4325
201009,14.7497,11.7017,12.3119,8.351,8.872,9.8123
201010,4.3776,3.2905,4.8721,3.5633,4.1831,3.512
201011,4.9818,4.0407,2.8796,0.6943,1.0881,-0.4642
201012,10.2524,8.256,6.8824,8.6444,6.9128,5.5812
201101,0.7551,-0.689,0.0903,2.2582,3.0492,1.5421
201102,6.5024,5.009,4.5595,3.2974,3.4224,3.3644
201103,2.6495,3.0277,2.6367,0.0298,0.6031,0.0495
201104,1.6348,1.9287,3.3805,2.9574,3.2278,2.8732
201105,-3.2916,-1.8075,-1.5161,-1.8616,-1.4551,-0.6575
201106,-2.9834,-0.955,-1.5696,-2.9806,-1.4787,-1.4702
201107,-4.0594,-3.8862,-4.0374,-4.1109,-2.7928,-0.4885
201108,-10.7531,-8.1842,-9.5498,-5.0966,-5.7288,-5.8795
201109,-12.17,-10.6861,-11.1778,-5.7933,-7.8911,-7.2556
201110,14.9143,15.7475,14.4581,9.3256,11.5308,11.5241
201111,-0.0528,-0.0091,-2.1283,0.3436,0.0095,-0.6355
201112,1.0963,0.4176,-0.2938,2.7954,1.1558,-0.6018
201201,7.801,6.0748,7.6127,2.8439,4.8883,5.8303
201202,3.7964,2.947,2.3791,3.9295,3.8638,5.4574
201203,3.5563,2.606,2.3668,3.316,3.2627,2.9286
201204,-1.3029,-1.3731,-1.808,0.1128,-1.2726,-0.7
201205,-6.5931,-5.386,-7.4415,-3.5929,-6.0348,-7.4866
201206,5.4929,4.0013,5.5907,4.3162,3.7771,3.5403
201207,-2.2651,-0.7215,-2.5246,1.0631,0.9239,1.086
201208,3.587,2.8435,3.4837,2.4977,1.4378,4.0901
201209,4.0399,4.0471,3.0912,3.9225,2.8175,1.6298
201210,-2.065,-0.9902,-2.9841,-0.3336,-0.795,-3.9436
201211,1.9614,0.7194,0.2087,1.1319,0.338,1.0889
201212,3.5882,3.4244,3.0971,1.7865,0.891,0.5345
201301,6.7846,5.9925,6.4626,6.7664,5.8586,4.0971
201302,0.8279,1.4907,0.9314,1.6784,1.6038,0.6545
201303,4.987,4.831,4.5342,4.8694,4.4378,2.6264
201304,0.1014,-0.4325,-0.9233,1.6821,1.6361,1.8223
201305,5.4415,4.6112,5.8487,2.4151,2.1422,3.5415
201306,-0.2811,0.1705,0.3331,-1.6776,-0.7442,-2.1629
201307,8.9845,7.0385,6.6646,4.9428,5.289,6.1859
201308,-3.582,-3.5737,-1.598,-3.1249,-3.9381,-0.781
201309,5.9063,5.7351,7.0435,2.8771,3.2521,4.3284
201310,2.7313,3.3019,1.395,4.9664,3.8713,4.4852
201311,4.7189,4.4466,3.9811,2.6905,2.9443,3.2462
201312,2.671,1.7518,2.4171,2.8518,2.4361,2.9702
201401,-2.3656,-3.577,-1.9204,-4.8415,-3.3174,-2.5807
201402,4.9426,3.7649,5.3092,4.5309,4.3464,5.048
201403,-0.5588,0.9987,-1.9715,1.0166,2.1362,-1.3712
201404,-4.5407,-2.9648,-4.7993,1.3669,0.4987,-0.4362
201405,0.0186,1.069,-0.1985,1.1499,1.6513,3.5325
201406,5.5955,3.9865,7.2601,1.2029,1.8111,3.4374
201407,-4.6664,-5.7846,-7.4418,-2.3962,-1.9107,-0.5798
201408,4.6236,4.281,5.0005,3.9985,3.8472,4.9143
201409,-6.3015,-5.1273,-5.1661,-1.523,-1.7068,-1.6066
201410,4.8384,6.5783,5.8057,2.7842,2.0264,2.0962
201411,0.3264,0.6045,0.1568,3.4231,2.1024,3.184
201412,2.3768,2.9302,3.112,0.6141,0.2826,-1.9079
201501,-4.4483,-4.6042,-3.6724,-4.0704,-3.4401,-1.4941
201502,5.8229,5.6932,7.7067,6.027,5.2833,7.5255
201503,1.1071,1.63,2.0249,-1.469,-1.4535,-1.3201
201504,-2.6254,-2.0086,-2.0546,0.7384,0.6814,1.2539
201505,1.8423,1.5718,3.4472,1.4315,1.1576,1.2179
201506,-0.1344,0.806,2.1741,-2.1813,-1.7115,-1.4912
201507,-5.1079,-2.2846,-1.8254,1.1478,1.7782,3.0952
201508,-4.8139,-5.0566,-7.2427,-5.9217,-6.1547,-5.9923
201509,-8.4614,-3.2776,-6.8432,-2.8045,-2.4269,-3.3888
201510,6.0942,6.2096,5.0744,9.2716,6.382,9.4148
201511,3.268,3.8085,4.48,0.2444,0.0435,1.1705
201512,-5.8676,-4.8971,-5.1713,-1.7956,-1.6789,-2.74
201601,-9.2749,-7.4191,-12.0221,-4.5776,-4.9207,-7.855
201602,1.1109,0.6786,-0.214,0.627,0.6704,-2.2781
201603,8.9533,7.3503,8.3124,7.0587,6.3599,7.7242
201604,3.4111,1.7067,2.3381,1.2769,1.5452,-1.5294
201605,-0.1113,1.7349,1.5154,0.5998,1.3657,4.1449
201606,-0.7955,0.387,-0.0173,1.5937,0.2511,-3.0482
201607,6.384,5.4469,6.9726,3.2454,2.9268,5.1879
201608,2.574,1.9662,2.9105,-0.0083,0.5649,0.3639
201609,2.8523,1.5154,1.9756,0.2002,-0.6622,1.147
201610,-6.6743,-3.6256,-6.6573,-1.6889,-1.389,-2.1055
201611,13.7127,12.7346,10.5417,6.1389,5.438,1.9741
201612,0.9017,3.5638,2.0806,1.7472,2.415,1.0767
201701,1.8888,-0.6225,0.7513,0.9649,1.0908,3.9888
201702,-0.4334,1.5866,2.5572,3.4418,3.9344,3.9391
201703,0.2948,0.6981,0.5836,-0.5516,-0.2664,1.15
201704,0.281,1.8254,1.2121,0.0812,0.7716,2.2524
201705,-3.086,-2.1359,-2.003,-0.2098,1.3141,2.3837
201706,3.1129,2.6409,4.9391,1.5372,0.956,-0.1729
201707,0.7229,0.1696,0.8777,2.7616,1.0182,2.894
201708,-2.8248,-1.4973,-1.2234,-1.1885,-0.6178,2.0982
201709,8.3164,6.7631,7.7385,3.4629,3.2218,0.7658
201710,-1.2739,0.3829,1.0381,0.3808,1.1794,4.7168
201711,1.9027,3.2007,3.3512,3.7711,4.1159,2.2496
201712,1.7848,-0.6154,-0.0115,2.0537,1.4547,0.6129
201801,3.5447,1.9284,2.6714,4.9778,4.6016,7.6776
201802,-3.5266,-3.7475,-3.2595,-6.0001,-4.2759,-1.7685
201803,0.458,1.063,1.5969,-1.5813,-2.3531,-2.8463
